date,Bausanierung,isPartial
2018-01-07,75,False
2018-01-14,0,False
2018-01-21,37,False
2018-01-28,37,False
2018-02-04,38,False
2018-02-11,38,False
2018-02-18,38,False
2018-02-25,37,False
2018-03-04,37,False
2018-03-11,37,False
2018-03-18,39,False
2018-03-25,58,False
2018-04-01,38,False
2018-04-08,39,False
2018-04-15,58,False
2018-04-22,37,False
2018-04-29,77,False
2018-05-06,79,False
2018-05-13,38,False
2018-05-20,39,False
2018-05-27,36,False
2018-06-03,0,False
2018-06-10,73,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,79,False
2018-07-08,79,False
2018-07-15,42,False
2018-07-22,40,False
2018-07-29,38,False
2018-08-05,36,False
2018-08-12,35,False
2018-08-19,0,False
2018-08-26,36,False
2018-09-02,37,False
2018-09-09,37,False
2018-09-16,37,False
2018-09-23,37,False
2018-09-30,38,False
2018-10-07,39,False
2018-10-14,37,False
2018-10-21,72,False
2018-10-28,54,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,36,False
2018-11-25,37,False
2018-12-02,0,False
2018-12-09,49,False
2018-12-16,38,False
2018-12-23,42,False
2018-12-30,0,False
2019-01-06,34,False
2019-01-13,0,False
2019-01-20,34,False
2019-01-27,0,False
2019-02-03,35,False
2019-02-10,36,False
2019-02-17,36,False
2019-02-24,37,False
2019-03-03,35,False
2019-03-10,35,False
2019-03-17,36,False
2019-03-24,36,False
2019-03-31,0,False
2019-04-07,76,False
2019-04-14,40,False
2019-04-21,37,False
2019-04-28,36,False
2019-05-05,35,False
2019-05-12,0,False
2019-05-19,35,False
2019-05-26,0,False
2019-06-02,34,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,35,False
2019-07-07,73,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,37,False
2019-08-04,36,False
2019-08-11,33,False
2019-08-18,0,False
2019-08-25,68,False
2019-09-01,100,False
2019-09-08,34,False
2019-09-15,0,False
2019-09-22,51,False
2019-09-29,0,False
2019-10-06,69,False
2019-10-13,34,False
2019-10-20,0,False
2019-10-27,33,False
2019-11-03,32,False
2019-11-10,32,False
2019-11-17,66,False
2019-11-24,32,False
2019-12-01,0,False
2019-12-08,64,False
2019-12-15,0,False
2019-12-22,36,False
2019-12-29,0,False
2020-01-05,31,False
2020-01-12,30,False
2020-01-19,31,False
2020-01-26,31,False
2020-02-02,31,False
2020-02-09,30,False
2020-02-16,31,False
2020-02-23,61,False
2020-03-01,31,False
2020-03-08,0,False
2020-03-15,29,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,32,False
2020-04-12,30,False
2020-04-19,57,False
2020-04-26,0,False
2020-05-03,0,False
2020-05-10,57,False
