date,videocamere,isPartial
2018-01-07,0,False
2018-01-14,27,False
2018-01-21,27,False
2018-01-28,38,False
2018-02-04,77,False
2018-02-11,26,False
2018-02-18,0,False
2018-02-25,24,False
2018-03-04,51,False
2018-03-11,25,False
2018-03-18,0,False
2018-03-25,27,False
2018-04-01,0,False
2018-04-08,26,False
2018-04-15,0,False
2018-04-22,27,False
2018-04-29,52,False
2018-05-06,50,False
2018-05-13,0,False
2018-05-20,52,False
2018-05-27,0,False
2018-06-03,26,False
2018-06-10,25,False
2018-06-17,25,False
2018-06-24,26,False
2018-07-01,100,False
2018-07-08,25,False
2018-07-15,51,False
2018-07-22,0,False
2018-07-29,39,False
2018-08-05,53,False
2018-08-12,41,False
2018-08-19,27,False
2018-08-26,51,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,25,False
2018-09-30,53,False
2018-10-07,52,False
2018-10-14,26,False
2018-10-21,26,False
2018-10-28,25,False
2018-11-04,25,False
2018-11-11,27,False
2018-11-18,26,False
2018-11-25,0,False
2018-12-02,27,False
2018-12-09,27,False
2018-12-16,0,False
2018-12-23,32,False
2018-12-30,44,False
2019-01-06,83,False
2019-01-13,26,False
2019-01-20,50,False
2019-01-27,73,False
2019-02-03,0,False
2019-02-10,52,False
2019-02-17,26,False
2019-02-24,52,False
2019-03-03,27,False
2019-03-10,39,False
2019-03-17,39,False
2019-03-24,27,False
2019-03-31,26,False
2019-04-07,78,False
2019-04-14,0,False
2019-04-21,52,False
2019-04-28,25,False
2019-05-05,0,False
2019-05-12,25,False
2019-05-19,0,False
2019-05-26,47,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,27,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,50,False
2019-07-14,26,False
2019-07-21,26,False
2019-07-28,0,False
2019-08-04,81,False
2019-08-11,57,False
2019-08-18,26,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,97,False
2019-09-15,24,False
2019-09-22,23,False
2019-09-29,24,False
2019-10-06,49,False
2019-10-13,49,False
2019-10-20,23,False
2019-10-27,23,False
2019-11-03,23,False
2019-11-10,0,False
2019-11-17,34,False
2019-11-24,23,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,49,False
2019-12-22,29,False
2019-12-29,27,False
2020-01-05,37,False
2020-01-12,22,False
2020-01-19,24,False
2020-01-26,34,False
2020-02-02,44,False
2020-02-09,23,False
2020-02-16,0,False
2020-02-23,21,False
2020-03-01,21,False
2020-03-08,20,False
2020-03-15,0,False
2020-03-22,28,False
2020-03-29,20,False
2020-04-05,20,False
2020-04-12,60,False
2020-04-19,19,False
2020-04-26,0,True
