date,trucco occhi marroni,isPartial
2018-01-07,25,False
2018-01-14,25,False
2018-01-21,75,False
2018-01-28,100,False
2018-02-04,74,False
2018-02-11,67,False
2018-02-18,0,False
2018-02-25,36,False
2018-03-04,0,False
2018-03-11,25,False
2018-03-18,25,False
2018-03-25,0,False
2018-04-01,28,False
2018-04-08,26,False
2018-04-15,26,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,38,False
2018-05-13,27,False
2018-05-20,26,False
2018-05-27,27,False
2018-06-03,27,False
2018-06-10,24,False
2018-06-17,51,False
2018-06-24,52,False
2018-07-01,0,False
2018-07-08,26,False
2018-07-15,27,False
2018-07-22,0,False
2018-07-29,27,False
2018-08-05,28,False
2018-08-12,61,False
2018-08-19,62,False
2018-08-26,28,False
2018-09-02,78,False
2018-09-09,0,False
2018-09-16,25,False
2018-09-23,25,False
2018-09-30,51,False
2018-10-07,26,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,51,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,26,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,28,False
2018-12-23,29,False
2018-12-30,27,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,24,False
2019-01-27,25,False
2019-02-03,24,False
2019-02-10,0,False
2019-02-17,25,False
2019-02-24,25,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,77,False
2019-03-24,26,False
2019-03-31,25,False
2019-04-07,26,False
2019-04-14,27,False
2019-04-21,67,False
2019-04-28,0,False
2019-05-05,25,False
2019-05-12,0,False
2019-05-19,25,False
2019-05-26,24,False
2019-06-02,26,False
2019-06-09,27,False
2019-06-16,26,False
2019-06-23,27,False
2019-06-30,28,False
2019-07-07,40,False
2019-07-14,0,False
2019-07-21,28,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,31,False
2019-08-18,58,False
2019-08-25,0,False
2019-09-01,24,False
2019-09-08,0,False
2019-09-15,72,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,25,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,23,False
2019-11-03,22,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,50,False
2019-12-08,37,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,51,False
2020-01-05,24,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,23,False
2020-02-02,22,False
2020-02-09,23,False
2020-02-16,23,False
2020-02-23,22,False
2020-03-01,21,False
2020-03-08,0,False
2020-03-15,40,False
2020-03-22,19,False
2020-03-29,0,False
2020-04-05,21,False
2020-04-12,20,False
2020-04-19,37,False
2020-04-26,0,True
