date,Grundreinigung,isPartial
2018-01-07,33,False
2018-01-14,0,False
2018-01-21,33,False
2018-01-28,32,False
2018-02-04,34,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,33,False
2018-03-04,0,False
2018-03-11,33,False
2018-03-18,0,False
2018-03-25,35,False
2018-04-01,37,False
2018-04-08,0,False
2018-04-15,34,False
2018-04-22,33,False
2018-04-29,0,False
2018-05-06,36,False
2018-05-13,34,False
2018-05-20,36,False
2018-05-27,33,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,33,False
2018-06-24,34,False
2018-07-01,35,False
2018-07-08,35,False
2018-07-15,37,False
2018-07-22,0,False
2018-07-29,80,False
2018-08-05,38,False
2018-08-12,38,False
2018-08-19,35,False
2018-08-26,34,False
2018-09-02,34,False
2018-09-09,50,False
2018-09-16,34,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,38,False
2018-10-14,0,False
2018-10-21,53,False
2018-10-28,0,False
2018-11-04,32,False
2018-11-11,33,False
2018-11-18,33,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,36,False
2018-12-23,45,False
2018-12-30,0,False
2019-01-06,47,False
2019-01-13,55,False
2019-01-20,29,False
2019-01-27,26,False
2019-02-03,33,False
2019-02-10,32,False
2019-02-17,32,False
2019-02-24,0,False
2019-03-03,27,False
2019-03-10,32,False
2019-03-17,33,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,26,False
2019-04-14,55,False
2019-04-21,55,False
2019-04-28,0,False
2019-05-05,32,False
2019-05-12,33,False
2019-05-19,0,False
2019-05-26,34,False
2019-06-02,43,False
2019-06-09,33,False
2019-06-16,33,False
2019-06-23,69,False
2019-06-30,34,False
2019-07-07,33,False
2019-07-14,69,False
2019-07-21,0,False
2019-07-28,34,False
2019-08-04,0,False
2019-08-11,100,False
2019-08-18,33,False
2019-08-25,30,False
2019-09-01,0,False
2019-09-08,33,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,29,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,47,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,62,False
2019-11-24,30,False
2019-12-01,28,False
2019-12-08,0,False
2019-12-15,32,False
2019-12-22,0,False
2019-12-29,33,False
2020-01-05,0,False
2020-01-12,59,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,31,False
2020-02-09,35,False
2020-02-16,0,False
2020-02-23,29,False
2020-03-01,27,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,28,False
2020-03-29,28,False
2020-04-05,29,False
2020-04-12,31,False
2020-04-19,0,False
2020-04-26,28,False
2020-05-03,26,False
2020-05-10,0,False
