date,Installation de climatisation,isPartial
2018-01-07,12,False
2018-01-14,24,False
2018-01-21,0,False
2018-01-28,12,False
2018-02-04,12,False
2018-02-11,30,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,12,False
2018-03-11,12,False
2018-03-18,12,False
2018-03-25,12,False
2018-04-01,12,False
2018-04-08,12,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,12,False
2018-05-06,13,False
2018-05-13,18,False
2018-05-20,19,False
2018-05-27,0,False
2018-06-03,12,False
2018-06-10,0,False
2018-06-17,12,False
2018-06-24,25,False
2018-07-01,24,False
2018-07-08,12,False
2018-07-15,13,False
2018-07-22,26,False
2018-07-29,26,False
2018-08-05,33,False
2018-08-12,34,False
2018-08-19,13,False
2018-08-26,19,False
2018-09-02,12,False
2018-09-09,18,False
2018-09-16,18,False
2018-09-23,0,False
2018-09-30,12,False
2018-10-07,12,False
2018-10-14,24,False
2018-10-21,12,False
2018-10-28,12,False
2018-11-04,24,False
2018-11-11,24,False
2018-11-18,36,False
2018-11-25,12,False
2018-12-02,36,False
2018-12-09,0,False
2018-12-16,13,False
2018-12-23,0,False
2018-12-30,26,False
2019-01-06,12,False
2019-01-13,0,False
2019-01-20,12,False
2019-01-27,0,False
2019-02-03,12,False
2019-02-10,24,False
2019-02-17,12,False
2019-02-24,18,False
2019-03-03,41,False
2019-03-10,12,False
2019-03-17,49,False
2019-03-24,12,False
2019-03-31,12,False
2019-04-07,12,False
2019-04-14,37,False
2019-04-21,18,False
2019-04-28,24,False
2019-05-05,24,False
2019-05-12,12,False
2019-05-19,12,False
2019-05-26,24,False
2019-06-02,22,False
2019-06-09,17,False
2019-06-16,18,False
2019-06-23,100,False
2019-06-30,53,False
2019-07-07,12,False
2019-07-14,12,False
2019-07-21,56,False
2019-07-28,13,False
2019-08-04,13,False
2019-08-11,25,False
2019-08-18,13,False
2019-08-25,30,False
2019-09-01,0,False
2019-09-08,23,False
2019-09-15,40,False
2019-09-22,0,False
2019-09-29,11,False
2019-10-06,11,False
2019-10-13,39,False
2019-10-20,17,False
2019-10-27,0,False
2019-11-03,16,False
2019-11-10,11,False
2019-11-17,11,False
2019-11-24,10,False
2019-12-01,16,False
2019-12-08,0,False
2019-12-15,11,False
2019-12-22,12,False
2019-12-29,12,False
2020-01-05,11,False
2020-01-12,15,False
2020-01-19,26,False
2020-01-26,0,False
2020-02-02,26,False
2020-02-09,16,False
2020-02-16,21,False
2020-02-23,15,False
2020-03-01,15,False
2020-03-08,20,False
2020-03-15,9,False
2020-03-22,9,False
2020-03-29,19,False
2020-04-05,14,False
2020-04-12,9,False
2020-04-19,14,False
2020-04-26,22,False
2020-05-03,36,False
2020-05-10,19,False
2020-05-17,35,False
2020-05-24,54,False
2020-05-31,37,False
2020-06-07,14,False
2020-06-14,28,True
