date,Schalldämmung,isPartial
2018-01-07,48,False
2018-01-14,50,False
2018-01-21,74,False
2018-01-28,97,False
2018-02-04,49,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,49,False
2018-03-04,66,False
2018-03-11,0,False
2018-03-18,49,False
2018-03-25,52,False
2018-04-01,53,False
2018-04-08,0,False
2018-04-15,52,False
2018-04-22,49,False
2018-04-29,52,False
2018-05-06,51,False
2018-05-13,0,False
2018-05-20,66,False
2018-05-27,0,False
2018-06-03,100,False
2018-06-10,48,False
2018-06-17,48,False
2018-06-24,50,False
2018-07-01,50,False
2018-07-08,50,False
2018-07-15,0,False
2018-07-22,52,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,48,False
2018-08-19,47,False
2018-08-26,0,False
2018-09-02,49,False
2018-09-09,0,False
2018-09-16,50,False
2018-09-23,0,False
2018-09-30,50,False
2018-10-07,0,False
2018-10-14,50,False
2018-10-21,70,False
2018-10-28,0,False
2018-11-04,46,False
2018-11-11,71,False
2018-11-18,69,False
2018-11-25,47,False
2018-12-02,0,False
2018-12-09,47,False
2018-12-16,48,False
2018-12-23,54,False
2018-12-30,49,False
2019-01-06,45,False
2019-01-13,44,False
2019-01-20,44,False
2019-01-27,45,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,47,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,76,False
2019-04-21,50,False
2019-04-28,46,False
2019-05-05,68,False
2019-05-12,0,False
2019-05-19,45,False
2019-05-26,71,False
2019-06-02,46,False
2019-06-09,46,False
2019-06-16,92,False
2019-06-23,47,False
2019-06-30,0,False
2019-07-07,47,False
2019-07-14,50,False
2019-07-21,0,False
2019-07-28,49,False
2019-08-04,0,False
2019-08-11,47,False
2019-08-18,0,False
2019-08-25,46,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,46,False
2019-09-29,44,False
2019-10-06,45,False
2019-10-13,93,False
2019-10-20,46,False
2019-10-27,43,False
2019-11-03,63,False
2019-11-10,43,False
2019-11-17,43,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,87,False
2019-12-22,73,False
2019-12-29,46,False
2020-01-05,41,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,81,False
2020-02-02,0,False
2020-02-09,42,False
2020-02-16,0,False
2020-02-23,40,False
2020-03-01,41,False
2020-03-08,37,False
2020-03-15,73,False
2020-03-22,36,False
2020-03-29,36,False
2020-04-05,40,False
2020-04-12,39,False
2020-04-19,0,False
2020-04-26,0,False
2020-05-03,0,False
2020-05-10,37,False
