date,Schalldämmung,isPartial
2018-01-07,33,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,33,False
2018-02-04,0,False
2018-02-11,52,False
2018-02-18,34,False
2018-02-25,34,False
2018-03-04,34,False
2018-03-11,34,False
2018-03-18,34,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,54,False
2018-04-15,36,False
2018-04-22,35,False
2018-04-29,36,False
2018-05-06,36,False
2018-05-13,0,False
2018-05-20,35,False
2018-05-27,0,False
2018-06-03,35,False
2018-06-10,34,False
2018-06-17,35,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,36,False
2018-07-22,36,False
2018-07-29,68,False
2018-08-05,34,False
2018-08-12,34,False
2018-08-19,68,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,35,False
2018-09-23,35,False
2018-09-30,37,False
2018-10-07,36,False
2018-10-14,35,False
2018-10-21,68,False
2018-10-28,34,False
2018-11-04,49,False
2018-11-11,33,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,65,False
2018-12-09,0,False
2018-12-16,34,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,31,False
2019-01-13,32,False
2019-01-20,31,False
2019-01-27,0,False
2019-02-03,63,False
2019-02-10,32,False
2019-02-17,33,False
2019-02-24,34,False
2019-03-03,33,False
2019-03-10,31,False
2019-03-17,56,False
2019-03-24,33,False
2019-03-31,0,False
2019-04-07,33,False
2019-04-14,34,False
2019-04-21,69,False
2019-04-28,33,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,33,False
2019-05-26,33,False
2019-06-02,33,False
2019-06-09,33,False
2019-06-16,0,False
2019-06-23,55,False
2019-06-30,0,False
2019-07-07,34,False
2019-07-14,35,False
2019-07-21,0,False
2019-07-28,35,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,49,False
2019-08-25,81,False
2019-09-01,0,False
2019-09-08,43,False
2019-09-15,33,False
2019-09-22,0,False
2019-09-29,33,False
2019-10-06,64,False
2019-10-13,31,False
2019-10-20,31,False
2019-10-27,30,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,30,False
2019-11-24,0,False
2019-12-01,31,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,49,False
2019-12-29,31,False
2020-01-05,28,False
2020-01-12,28,False
2020-01-19,29,False
2020-01-26,28,False
2020-02-02,28,False
2020-02-09,28,False
2020-02-16,0,False
2020-02-23,28,False
2020-03-01,56,False
2020-03-08,39,False
2020-03-15,25,False
2020-03-22,24,False
2020-03-29,0,False
2020-04-05,27,False
2020-04-12,25,False
2020-04-19,25,False
2020-04-26,24,False
2020-05-03,74,False
2020-05-10,100,False
