date,cena,isPartial
2018-01-07,0,False
2018-01-14,23,False
2018-01-21,22,False
2018-01-28,0,False
2018-02-04,65,False
2018-02-11,19,False
2018-02-18,19,False
2018-02-25,20,False
2018-03-04,0,False
2018-03-11,40,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,26,False
2018-04-22,27,False
2018-04-29,25,False
2018-05-06,0,False
2018-05-13,54,False
2018-05-20,25,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,25,False
2018-06-24,24,False
2018-07-01,0,False
2018-07-08,21,False
2018-07-15,21,False
2018-07-22,0,False
2018-07-29,39,False
2018-08-05,0,False
2018-08-12,29,False
2018-08-19,50,False
2018-08-26,21,False
2018-09-02,0,False
2018-09-09,23,False
2018-09-16,0,False
2018-09-23,48,False
2018-09-30,26,False
2018-10-07,28,False
2018-10-14,0,False
2018-10-21,26,False
2018-10-28,49,False
2018-11-04,0,False
2018-11-11,51,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,23,False
2018-12-09,0,False
2018-12-16,45,False
2018-12-23,0,False
2018-12-30,15,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,40,False
2019-01-27,39,False
2019-02-03,20,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,20,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,23,False
2019-04-14,46,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,23,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,20,False
2019-07-07,19,False
2019-07-14,19,False
2019-07-21,0,False
2019-07-28,18,False
2019-08-04,0,False
2019-08-11,13,False
2019-08-18,70,False
2019-08-25,51,False
2019-09-01,60,False
2019-09-08,0,False
2019-09-15,22,False
2019-09-22,22,False
2019-09-29,23,False
2019-10-06,0,False
2019-10-13,22,False
2019-10-20,44,False
2019-10-27,20,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,42,False
2019-11-24,79,False
2019-12-01,62,False
2019-12-08,0,False
2019-12-15,100,False
2019-12-22,69,False
2019-12-29,66,False
2020-01-05,52,False
2020-01-12,0,False
2020-01-19,35,False
2020-01-26,17,False
2020-02-02,0,False
2020-02-09,33,False
2020-02-16,33,False
2020-02-23,42,False
2020-03-01,62,False
2020-03-08,33,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,17,False
2020-04-05,0,False
2020-04-12,19,False
2020-04-19,0,False
2020-04-26,0,True
