date,cena,isPartial
2018-01-07,0,False
2018-01-14,21,False
2018-01-21,62,False
2018-01-28,20,False
2018-02-04,39,False
2018-02-11,20,False
2018-02-18,57,False
2018-02-25,18,False
2018-03-04,20,False
2018-03-11,41,False
2018-03-18,39,False
2018-03-25,22,False
2018-04-01,22,False
2018-04-08,84,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,43,False
2018-05-06,83,False
2018-05-13,22,False
2018-05-20,41,False
2018-05-27,45,False
2018-06-03,0,False
2018-06-10,42,False
2018-06-17,62,False
2018-06-24,0,False
2018-07-01,43,False
2018-07-08,21,False
2018-07-15,21,False
2018-07-22,40,False
2018-07-29,20,False
2018-08-05,0,False
2018-08-12,16,False
2018-08-19,17,False
2018-08-26,18,False
2018-09-02,59,False
2018-09-09,21,False
2018-09-16,20,False
2018-09-23,64,False
2018-09-30,21,False
2018-10-07,22,False
2018-10-14,22,False
2018-10-21,21,False
2018-10-28,62,False
2018-11-04,21,False
2018-11-11,44,False
2018-11-18,62,False
2018-11-25,40,False
2018-12-02,22,False
2018-12-09,21,False
2018-12-16,22,False
2018-12-23,94,False
2018-12-30,41,False
2019-01-06,20,False
2019-01-13,20,False
2019-01-20,39,False
2019-01-27,59,False
2019-02-03,39,False
2019-02-10,76,False
2019-02-17,39,False
2019-02-24,0,False
2019-03-03,21,False
2019-03-10,21,False
2019-03-17,21,False
2019-03-24,85,False
2019-03-31,42,False
2019-04-07,84,False
2019-04-14,43,False
2019-04-21,0,False
2019-04-28,41,False
2019-05-05,41,False
2019-05-12,100,False
2019-05-19,21,False
2019-05-26,19,False
2019-06-02,22,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,22,False
2019-06-30,45,False
2019-07-07,20,False
2019-07-14,21,False
2019-07-21,0,False
2019-07-28,21,False
2019-08-04,40,False
2019-08-11,19,False
2019-08-18,72,False
2019-08-25,35,False
2019-09-01,57,False
2019-09-08,40,False
2019-09-15,39,False
2019-09-22,39,False
2019-09-29,0,False
2019-10-06,41,False
2019-10-13,41,False
2019-10-20,0,False
2019-10-27,39,False
2019-11-03,17,False
2019-11-10,38,False
2019-11-17,19,False
2019-11-24,37,False
2019-12-01,38,False
2019-12-08,40,False
2019-12-15,39,False
2019-12-22,20,False
2019-12-29,58,False
2020-01-05,18,False
2020-01-12,18,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,50,False
2020-02-09,17,False
2020-02-16,0,False
2020-02-23,17,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,39,False
2020-03-29,42,False
2020-04-05,46,False
2020-04-12,15,False
2020-04-19,0,False
2020-04-26,50,True
