date,cena,isPartial
2018-01-07,41,False
2018-01-14,35,False
2018-01-21,38,False
2018-01-28,42,False
2018-02-04,39,False
2018-02-11,51,False
2018-02-18,35,False
2018-02-25,34,False
2018-03-04,38,False
2018-03-11,40,False
2018-03-18,39,False
2018-03-25,37,False
2018-04-01,41,False
2018-04-08,35,False
2018-04-15,38,False
2018-04-22,34,False
2018-04-29,35,False
2018-05-06,41,False
2018-05-13,41,False
2018-05-20,36,False
2018-05-27,36,False
2018-06-03,34,False
2018-06-10,42,False
2018-06-17,43,False
2018-06-24,43,False
2018-07-01,46,False
2018-07-08,36,False
2018-07-15,49,False
2018-07-22,44,False
2018-07-29,35,False
2018-08-05,37,False
2018-08-12,39,False
2018-08-19,38,False
2018-08-26,36,False
2018-09-02,53,False
2018-09-09,38,False
2018-09-16,41,False
2018-09-23,31,False
2018-09-30,35,False
2018-10-07,36,False
2018-10-14,42,False
2018-10-21,47,False
2018-10-28,39,False
2018-11-04,45,False
2018-11-11,36,False
2018-11-18,44,False
2018-11-25,56,False
2018-12-02,49,False
2018-12-09,56,False
2018-12-16,65,False
2018-12-23,59,False
2018-12-30,42,False
2019-01-06,42,False
2019-01-13,36,False
2019-01-20,42,False
2019-01-27,43,False
2019-02-03,38,False
2019-02-10,51,False
2019-02-17,28,False
2019-02-24,39,False
2019-03-03,35,False
2019-03-10,34,False
2019-03-17,39,False
2019-03-24,37,False
2019-03-31,43,False
2019-04-07,35,False
2019-04-14,37,False
2019-04-21,35,False
2019-04-28,34,False
2019-05-05,32,False
2019-05-12,43,False
2019-05-19,31,False
2019-05-26,32,False
2019-06-02,43,False
2019-06-09,36,False
2019-06-16,39,False
2019-06-23,39,False
2019-06-30,31,False
2019-07-07,45,False
2019-07-14,45,False
2019-07-21,40,False
2019-07-28,44,False
2019-08-04,41,False
2019-08-11,42,False
2019-08-18,37,False
2019-08-25,48,False
2019-09-01,54,False
2019-09-08,38,False
2019-09-15,42,False
2019-09-22,42,False
2019-09-29,38,False
2019-10-06,32,False
2019-10-13,36,False
2019-10-20,36,False
2019-10-27,42,False
2019-11-03,35,False
2019-11-10,44,False
2019-11-17,39,False
2019-11-24,53,False
2019-12-01,74,False
2019-12-08,85,False
2019-12-15,79,False
2019-12-22,100,False
2019-12-29,78,False
2020-01-05,42,False
2020-01-12,43,False
2020-01-19,49,False
2020-01-26,32,False
2020-02-02,45,False
2020-02-09,43,False
2020-02-16,32,False
2020-02-23,33,False
2020-03-01,36,False
2020-03-08,22,False
2020-03-15,37,False
2020-03-22,26,False
2020-03-29,43,False
2020-04-05,53,False
2020-04-12,36,False
2020-04-19,43,False
2020-04-26,26,True
