date,completo uomo,isPartial
2018-01-07,0,False
2018-01-14,56,False
2018-01-21,28,False
2018-01-28,0,False
2018-02-04,27,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,26,False
2018-03-04,54,False
2018-03-11,0,False
2018-03-18,54,False
2018-03-25,43,False
2018-04-01,29,False
2018-04-08,42,False
2018-04-15,28,False
2018-04-22,0,False
2018-04-29,29,False
2018-05-06,85,False
2018-05-13,0,False
2018-05-20,56,False
2018-05-27,29,False
2018-06-03,0,False
2018-06-10,53,False
2018-06-17,0,False
2018-06-24,54,False
2018-07-01,83,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,40,False
2018-07-29,27,False
2018-08-05,52,False
2018-08-12,0,False
2018-08-19,24,False
2018-08-26,24,False
2018-09-02,52,False
2018-09-09,27,False
2018-09-16,0,False
2018-09-23,28,False
2018-09-30,0,False
2018-10-07,59,False
2018-10-14,58,False
2018-10-21,28,False
2018-10-28,28,False
2018-11-04,28,False
2018-11-11,29,False
2018-11-18,28,False
2018-11-25,28,False
2018-12-02,0,False
2018-12-09,58,False
2018-12-16,29,False
2018-12-23,61,False
2018-12-30,0,False
2019-01-06,27,False
2019-01-13,27,False
2019-01-20,51,False
2019-01-27,77,False
2019-02-03,0,False
2019-02-10,25,False
2019-02-17,26,False
2019-02-24,51,False
2019-03-03,27,False
2019-03-10,51,False
2019-03-17,27,False
2019-03-24,26,False
2019-03-31,26,False
2019-04-07,26,False
2019-04-14,27,False
2019-04-21,54,False
2019-04-28,77,False
2019-05-05,25,False
2019-05-12,50,False
2019-05-19,25,False
2019-05-26,48,False
2019-06-02,26,False
2019-06-09,54,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,26,False
2019-07-07,49,False
2019-07-14,75,False
2019-07-21,52,False
2019-07-28,25,False
2019-08-04,0,False
2019-08-11,51,False
2019-08-18,0,False
2019-08-25,24,False
2019-09-01,35,False
2019-09-08,24,False
2019-09-15,24,False
2019-09-22,36,False
2019-09-29,48,False
2019-10-06,49,False
2019-10-13,25,False
2019-10-20,37,False
2019-10-27,0,False
2019-11-03,47,False
2019-11-10,36,False
2019-11-17,61,False
2019-11-24,23,False
2019-12-01,24,False
2019-12-08,25,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,25,False
2020-01-05,47,False
2020-01-12,46,False
2020-01-19,35,False
2020-01-26,46,False
2020-02-02,0,False
2020-02-09,35,False
2020-02-16,0,False
2020-02-23,22,False
2020-03-01,53,False
2020-03-08,40,False
2020-03-15,0,False
2020-03-22,36,False
2020-03-29,18,False
2020-04-05,0,False
2020-04-12,40,False
2020-04-19,37,False
2020-04-26,100,True
