date,completo uomo,isPartial
2018-01-07,94,False
2018-01-14,48,False
2018-01-21,47,False
2018-01-28,47,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,45,False
2018-03-04,0,False
2018-03-11,46,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,50,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,48,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,45,False
2018-05-27,90,False
2018-06-03,0,False
2018-06-10,40,False
2018-06-17,42,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,75,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,35,False
2018-08-19,35,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,72,False
2018-09-16,35,False
2018-09-23,39,False
2018-09-30,42,False
2018-10-07,45,False
2018-10-14,0,False
2018-10-21,48,False
2018-10-28,92,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,46,False
2018-11-25,47,False
2018-12-02,48,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,47,False
2019-01-20,44,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,47,False
2019-02-17,96,False
2019-02-24,46,False
2019-03-03,100,False
2019-03-10,0,False
2019-03-17,48,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,46,False
2019-04-14,0,False
2019-04-21,48,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,67,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,40,False
2019-07-14,39,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,37,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,35,False
2019-09-08,75,False
2019-09-15,77,False
2019-09-22,40,False
2019-09-29,40,False
2019-10-06,0,False
2019-10-13,85,False
2019-10-20,40,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,38,False
2019-12-01,40,False
2019-12-08,41,False
2019-12-15,41,False
2019-12-22,0,False
2019-12-29,43,False
2020-01-05,0,False
2020-01-12,37,False
2020-01-19,37,False
2020-01-26,37,False
2020-02-02,73,False
2020-02-09,38,False
2020-02-16,38,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,32,False
2020-03-15,0,False
2020-03-22,31,False
2020-03-29,0,False
2020-04-05,34,False
2020-04-12,34,False
2020-04-19,64,False
2020-04-26,56,True
