date,completo uomo,isPartial
2018-01-07,21,False
2018-01-14,42,False
2018-01-21,21,False
2018-01-28,31,False
2018-02-04,20,False
2018-02-11,42,False
2018-02-18,21,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,44,False
2018-03-18,0,False
2018-03-25,72,False
2018-04-01,49,False
2018-04-08,44,False
2018-04-15,44,False
2018-04-22,59,False
2018-04-29,57,False
2018-05-06,34,False
2018-05-13,33,False
2018-05-20,68,False
2018-05-27,46,False
2018-06-03,46,False
2018-06-10,42,False
2018-06-17,22,False
2018-06-24,22,False
2018-07-01,22,False
2018-07-08,22,False
2018-07-15,69,False
2018-07-22,22,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,31,False
2018-09-02,21,False
2018-09-09,33,False
2018-09-16,21,False
2018-09-23,21,False
2018-09-30,21,False
2018-10-07,22,False
2018-10-14,22,False
2018-10-21,0,False
2018-10-28,43,False
2018-11-04,0,False
2018-11-11,23,False
2018-11-18,23,False
2018-11-25,22,False
2018-12-02,0,False
2018-12-09,23,False
2018-12-16,0,False
2018-12-23,51,False
2018-12-30,45,False
2019-01-06,21,False
2019-01-13,22,False
2019-01-20,20,False
2019-01-27,21,False
2019-02-03,20,False
2019-02-10,21,False
2019-02-17,31,False
2019-02-24,0,False
2019-03-03,33,False
2019-03-10,84,False
2019-03-17,43,False
2019-03-24,21,False
2019-03-31,52,False
2019-04-07,22,False
2019-04-14,22,False
2019-04-21,23,False
2019-04-28,21,False
2019-05-05,63,False
2019-05-12,41,False
2019-05-19,32,False
2019-05-26,0,False
2019-06-02,32,False
2019-06-09,44,False
2019-06-16,45,False
2019-06-23,44,False
2019-06-30,45,False
2019-07-07,44,False
2019-07-14,21,False
2019-07-21,22,False
2019-07-28,43,False
2019-08-04,21,False
2019-08-11,22,False
2019-08-18,40,False
2019-08-25,39,False
2019-09-01,29,False
2019-09-08,20,False
2019-09-15,40,False
2019-09-22,20,False
2019-09-29,21,False
2019-10-06,20,False
2019-10-13,21,False
2019-10-20,20,False
2019-10-27,0,False
2019-11-03,30,False
2019-11-10,21,False
2019-11-17,52,False
2019-11-24,0,False
2019-12-01,32,False
2019-12-08,43,False
2019-12-15,22,False
2019-12-22,47,False
2019-12-29,22,False
2020-01-05,21,False
2020-01-12,0,False
2020-01-19,60,False
2020-01-26,100,False
2020-02-02,78,False
2020-02-09,20,False
2020-02-16,30,False
2020-02-23,19,False
2020-03-01,19,False
2020-03-08,0,False
2020-03-15,34,False
2020-03-22,16,False
2020-03-29,16,False
2020-04-05,17,False
2020-04-12,26,False
2020-04-19,41,False
2020-04-26,43,True
