date,corporativo,isPartial
2018-01-07,31,False
2018-01-14,52,False
2018-01-21,20,False
2018-01-28,100,False
2018-02-04,59,False
2018-02-11,51,False
2018-02-18,31,False
2018-02-25,0,False
2018-03-04,31,False
2018-03-11,20,False
2018-03-18,30,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,40,False
2018-04-15,21,False
2018-04-22,20,False
2018-04-29,40,False
2018-05-06,30,False
2018-05-13,41,False
2018-05-20,41,False
2018-05-27,59,False
2018-06-03,29,False
2018-06-10,47,False
2018-06-17,21,False
2018-06-24,41,False
2018-07-01,20,False
2018-07-08,30,False
2018-07-15,20,False
2018-07-22,41,False
2018-07-29,21,False
2018-08-05,29,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,19,False
2018-09-09,41,False
2018-09-16,62,False
2018-09-23,20,False
2018-09-30,41,False
2018-10-07,21,False
2018-10-14,20,False
2018-10-21,0,False
2018-10-28,21,False
2018-11-04,39,False
2018-11-11,82,False
2018-11-18,30,False
2018-11-25,20,False
2018-12-02,21,False
2018-12-09,20,False
2018-12-16,0,False
2018-12-23,45,False
2018-12-30,0,False
2019-01-06,30,False
2019-01-13,19,False
2019-01-20,36,False
2019-01-27,19,False
2019-02-03,20,False
2019-02-10,61,False
2019-02-17,20,False
2019-02-24,20,False
2019-03-03,20,False
2019-03-10,40,False
2019-03-17,20,False
2019-03-24,21,False
2019-03-31,20,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,39,False
2019-04-28,0,False
2019-05-05,20,False
2019-05-12,0,False
2019-05-19,39,False
2019-05-26,29,False
2019-06-02,74,False
2019-06-09,38,False
2019-06-16,30,False
2019-06-23,29,False
2019-06-30,0,False
2019-07-07,40,False
2019-07-14,20,False
2019-07-21,19,False
2019-07-28,40,False
2019-08-04,19,False
2019-08-11,19,False
2019-08-18,18,False
2019-08-25,0,False
2019-09-01,19,False
2019-09-08,39,False
2019-09-15,18,False
2019-09-22,19,False
2019-09-29,18,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,27,False
2019-10-27,18,False
2019-11-03,17,False
2019-11-10,0,False
2019-11-17,44,False
2019-11-24,34,False
2019-12-01,18,False
2019-12-08,19,False
2019-12-15,18,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,18,False
2020-01-12,33,False
2020-01-19,34,False
2020-01-26,17,False
2020-02-02,34,False
2020-02-09,26,False
2020-02-16,17,False
2020-02-23,17,False
2020-03-01,0,False
2020-03-08,39,False
2020-03-15,45,False
2020-03-22,21,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,50,True
