date,corporativo,isPartial
2018-01-07,27,False
2018-01-14,81,False
2018-01-21,86,False
2018-01-28,67,False
2018-02-04,53,False
2018-02-11,47,False
2018-02-18,47,False
2018-02-25,64,False
2018-03-04,52,False
2018-03-11,66,False
2018-03-18,53,False
2018-03-25,30,False
2018-04-01,20,False
2018-04-08,64,False
2018-04-15,53,False
2018-04-22,46,False
2018-04-29,46,False
2018-05-06,43,False
2018-05-13,66,False
2018-05-20,47,False
2018-05-27,72,False
2018-06-03,51,False
2018-06-10,44,False
2018-06-17,41,False
2018-06-24,47,False
2018-07-01,40,False
2018-07-08,40,False
2018-07-15,40,False
2018-07-22,47,False
2018-07-29,42,False
2018-08-05,21,False
2018-08-12,15,False
2018-08-19,22,False
2018-08-26,21,False
2018-09-02,59,False
2018-09-09,13,False
2018-09-16,51,False
2018-09-23,26,False
2018-09-30,33,False
2018-10-07,40,False
2018-10-14,64,False
2018-10-21,52,False
2018-10-28,40,False
2018-11-04,52,False
2018-11-11,39,False
2018-11-18,38,False
2018-11-25,40,False
2018-12-02,76,False
2018-12-09,47,False
2018-12-16,55,False
2018-12-23,16,False
2018-12-30,61,False
2019-01-06,34,False
2019-01-13,39,False
2019-01-20,50,False
2019-01-27,26,False
2019-02-03,46,False
2019-02-10,46,False
2019-02-17,53,False
2019-02-24,65,False
2019-03-03,33,False
2019-03-10,78,False
2019-03-17,52,False
2019-03-24,33,False
2019-03-31,44,False
2019-04-07,20,False
2019-04-14,48,False
2019-04-21,83,False
2019-04-28,19,False
2019-05-05,56,False
2019-05-12,37,False
2019-05-19,67,False
2019-05-26,36,False
2019-06-02,36,False
2019-06-09,50,False
2019-06-16,26,False
2019-06-23,40,False
2019-06-30,19,False
2019-07-07,69,False
2019-07-14,32,False
2019-07-21,33,False
2019-07-28,95,False
2019-08-04,42,False
2019-08-11,21,False
2019-08-18,42,False
2019-08-25,39,False
2019-09-01,37,False
2019-09-08,43,False
2019-09-15,42,False
2019-09-22,30,False
2019-09-29,24,False
2019-10-06,76,False
2019-10-13,63,False
2019-10-20,75,False
2019-10-27,24,False
2019-11-03,24,False
2019-11-10,59,False
2019-11-17,77,False
2019-11-24,64,False
2019-12-01,36,False
2019-12-08,61,False
2019-12-15,42,False
2019-12-22,0,False
2019-12-29,46,False
2020-01-05,36,False
2020-01-12,39,False
2020-01-19,33,False
2020-01-26,58,False
2020-02-02,40,False
2020-02-09,63,False
2020-02-16,46,False
2020-02-23,39,False
2020-03-01,39,False
2020-03-08,66,False
2020-03-15,45,False
2020-03-22,88,False
2020-03-29,94,False
2020-04-05,61,False
2020-04-12,100,True
