date,corporativo,isPartial
2018-01-07,24,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,24,False
2018-02-11,25,False
2018-02-18,25,False
2018-02-25,23,False
2018-03-04,0,False
2018-03-11,47,False
2018-03-18,0,False
2018-03-25,39,False
2018-04-01,0,False
2018-04-08,23,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,49,False
2018-05-06,24,False
2018-05-13,25,False
2018-05-20,74,False
2018-05-27,0,False
2018-06-03,24,False
2018-06-10,71,False
2018-06-17,26,False
2018-06-24,26,False
2018-07-01,26,False
2018-07-08,26,False
2018-07-15,40,False
2018-07-22,0,False
2018-07-29,53,False
2018-08-05,25,False
2018-08-12,25,False
2018-08-19,0,False
2018-08-26,25,False
2018-09-02,100,False
2018-09-09,0,False
2018-09-16,75,False
2018-09-23,37,False
2018-09-30,25,False
2018-10-07,37,False
2018-10-14,60,False
2018-10-21,25,False
2018-10-28,25,False
2018-11-04,69,False
2018-11-11,24,False
2018-11-18,35,False
2018-11-25,49,False
2018-12-02,25,False
2018-12-09,0,False
2018-12-16,25,False
2018-12-23,0,False
2018-12-30,26,False
2019-01-06,49,False
2019-01-13,23,False
2019-01-20,0,False
2019-01-27,23,False
2019-02-03,24,False
2019-02-10,0,False
2019-02-17,24,False
2019-02-24,24,False
2019-03-03,25,False
2019-03-10,37,False
2019-03-17,25,False
2019-03-24,0,False
2019-03-31,23,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,23,False
2019-04-28,24,False
2019-05-05,49,False
2019-05-12,49,False
2019-05-19,48,False
2019-05-26,97,False
2019-06-02,47,False
2019-06-09,48,False
2019-06-16,25,False
2019-06-23,49,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,26,False
2019-07-21,52,False
2019-07-28,26,False
2019-08-04,25,False
2019-08-11,24,False
2019-08-18,23,False
2019-08-25,46,False
2019-09-01,46,False
2019-09-08,67,False
2019-09-15,23,False
2019-09-22,45,False
2019-09-29,45,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,43,False
2019-10-27,32,False
2019-11-03,42,False
2019-11-10,21,False
2019-11-17,42,False
2019-11-24,0,False
2019-12-01,21,False
2019-12-08,22,False
2019-12-15,21,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,22,False
2020-01-12,39,False
2020-01-19,29,False
2020-01-26,20,False
2020-02-02,30,False
2020-02-09,20,False
2020-02-16,81,False
2020-02-23,20,False
2020-03-01,29,False
2020-03-08,19,False
2020-03-15,68,False
2020-03-22,16,False
2020-03-29,40,False
2020-04-05,25,False
2020-04-12,0,True
