date,Pizzica,isPartial
2018-01-07,26,False
2018-01-14,25,False
2018-01-21,0,False
2018-01-28,25,False
2018-02-04,25,False
2018-02-11,25,False
2018-02-18,24,False
2018-02-25,23,False
2018-03-04,24,False
2018-03-11,0,False
2018-03-18,24,False
2018-03-25,78,False
2018-04-01,27,False
2018-04-08,25,False
2018-04-15,26,False
2018-04-22,40,False
2018-04-29,0,False
2018-05-06,25,False
2018-05-13,0,False
2018-05-20,38,False
2018-05-27,26,False
2018-06-03,51,False
2018-06-10,0,False
2018-06-17,25,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,50,False
2018-07-15,25,False
2018-07-22,49,False
2018-07-29,38,False
2018-08-05,50,False
2018-08-12,25,False
2018-08-19,37,False
2018-08-26,0,False
2018-09-02,48,False
2018-09-09,25,False
2018-09-16,50,False
2018-09-23,100,False
2018-09-30,26,False
2018-10-07,27,False
2018-10-14,39,False
2018-10-21,26,False
2018-10-28,0,False
2018-11-04,25,False
2018-11-11,0,False
2018-11-18,24,False
2018-11-25,0,False
2018-12-02,26,False
2018-12-09,37,False
2018-12-16,25,False
2018-12-23,58,False
2018-12-30,78,False
2019-01-06,24,False
2019-01-13,23,False
2019-01-20,23,False
2019-01-27,22,False
2019-02-03,34,False
2019-02-10,23,False
2019-02-17,23,False
2019-02-24,23,False
2019-03-03,47,False
2019-03-10,0,False
2019-03-17,23,False
2019-03-24,23,False
2019-03-31,0,False
2019-04-07,23,False
2019-04-14,24,False
2019-04-21,24,False
2019-04-28,0,False
2019-05-05,22,False
2019-05-12,22,False
2019-05-19,33,False
2019-05-26,0,False
2019-06-02,47,False
2019-06-09,24,False
2019-06-16,0,False
2019-06-23,23,False
2019-06-30,24,False
2019-07-07,22,False
2019-07-14,35,False
2019-07-21,47,False
2019-07-28,23,False
2019-08-04,35,False
2019-08-11,94,False
2019-08-18,43,False
2019-08-25,63,False
2019-09-01,31,False
2019-09-08,45,False
2019-09-15,22,False
2019-09-22,76,False
2019-09-29,21,False
2019-10-06,0,False
2019-10-13,45,False
2019-10-20,64,False
2019-10-27,21,False
2019-11-03,0,False
2019-11-10,64,False
2019-11-17,85,False
2019-11-24,0,False
2019-12-01,21,False
2019-12-08,22,False
2019-12-15,34,False
2019-12-22,25,False
2019-12-29,24,False
2020-01-05,42,False
2020-01-12,39,False
2020-01-19,40,False
2020-01-26,20,False
2020-02-02,20,False
2020-02-09,62,False
2020-02-16,21,False
2020-02-23,37,False
2020-03-01,19,False
2020-03-08,18,False
2020-03-15,35,False
2020-03-22,41,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,18,False
2020-04-19,17,False
2020-04-26,0,True
