date,festa matrimonio,isPartial
2018-01-07,24,False
2018-01-14,47,False
2018-01-21,46,False
2018-01-28,23,False
2018-02-04,0,False
2018-02-11,23,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,43,False
2018-03-11,0,False
2018-03-18,23,False
2018-03-25,24,False
2018-04-01,24,False
2018-04-08,56,False
2018-04-15,23,False
2018-04-22,36,False
2018-04-29,58,False
2018-05-06,67,False
2018-05-13,89,False
2018-05-20,100,False
2018-05-27,45,False
2018-06-03,34,False
2018-06-10,22,False
2018-06-17,70,False
2018-06-24,35,False
2018-07-01,23,False
2018-07-08,35,False
2018-07-15,47,False
2018-07-22,24,False
2018-07-29,50,False
2018-08-05,0,False
2018-08-12,31,False
2018-08-19,30,False
2018-08-26,73,False
2018-09-02,66,False
2018-09-09,22,False
2018-09-16,22,False
2018-09-23,55,False
2018-09-30,44,False
2018-10-07,0,False
2018-10-14,22,False
2018-10-21,22,False
2018-10-28,22,False
2018-11-04,21,False
2018-11-11,22,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,25,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,21,False
2019-01-27,31,False
2019-02-03,21,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,33,False
2019-03-03,0,False
2019-03-10,22,False
2019-03-17,44,False
2019-03-24,23,False
2019-03-31,45,False
2019-04-07,22,False
2019-04-14,23,False
2019-04-21,38,False
2019-04-28,23,False
2019-05-05,22,False
2019-05-12,54,False
2019-05-19,21,False
2019-05-26,21,False
2019-06-02,22,False
2019-06-09,0,False
2019-06-16,22,False
2019-06-23,23,False
2019-06-30,34,False
2019-07-07,34,False
2019-07-14,23,False
2019-07-21,24,False
2019-07-28,49,False
2019-08-04,27,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,86,False
2019-09-01,21,False
2019-09-08,64,False
2019-09-15,21,False
2019-09-22,41,False
2019-09-29,52,False
2019-10-06,21,False
2019-10-13,0,False
2019-10-20,20,False
2019-10-27,20,False
2019-11-03,39,False
2019-11-10,30,False
2019-11-17,20,False
2019-11-24,0,False
2019-12-01,20,False
2019-12-08,0,False
2019-12-15,21,False
2019-12-22,0,False
2019-12-29,24,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,39,False
2020-01-26,75,False
2020-02-02,0,False
2020-02-09,19,False
2020-02-16,0,False
2020-02-23,36,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,37,False
2020-03-22,0,False
2020-03-29,36,False
2020-04-05,0,False
2020-04-12,19,False
2020-04-19,0,False
2020-04-26,0,True
