date,funky,isPartial
2018-01-07,43,False
2018-01-14,21,False
2018-01-21,21,False
2018-01-28,0,False
2018-02-04,40,False
2018-02-11,70,False
2018-02-18,39,False
2018-02-25,38,False
2018-03-04,20,False
2018-03-11,19,False
2018-03-18,40,False
2018-03-25,41,False
2018-04-01,43,False
2018-04-08,20,False
2018-04-15,62,False
2018-04-22,21,False
2018-04-29,20,False
2018-05-06,49,False
2018-05-13,30,False
2018-05-20,40,False
2018-05-27,20,False
2018-06-03,20,False
2018-06-10,19,False
2018-06-17,39,False
2018-06-24,20,False
2018-07-01,29,False
2018-07-08,48,False
2018-07-15,20,False
2018-07-22,20,False
2018-07-29,41,False
2018-08-05,31,False
2018-08-12,21,False
2018-08-19,42,False
2018-08-26,40,False
2018-09-02,20,False
2018-09-09,39,False
2018-09-16,48,False
2018-09-23,58,False
2018-09-30,20,False
2018-10-07,30,False
2018-10-14,30,False
2018-10-21,41,False
2018-10-28,0,False
2018-11-04,30,False
2018-11-11,61,False
2018-11-18,40,False
2018-11-25,20,False
2018-12-02,31,False
2018-12-09,21,False
2018-12-16,43,False
2018-12-23,38,False
2018-12-30,23,False
2019-01-06,21,False
2019-01-13,0,False
2019-01-20,19,False
2019-01-27,19,False
2019-02-03,0,False
2019-02-10,100,False
2019-02-17,40,False
2019-02-24,0,False
2019-03-03,21,False
2019-03-10,60,False
2019-03-17,20,False
2019-03-24,0,False
2019-03-31,20,False
2019-04-07,40,False
2019-04-14,31,False
2019-04-21,41,False
2019-04-28,19,False
2019-05-05,38,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,59,False
2019-06-09,0,False
2019-06-16,21,False
2019-06-23,42,False
2019-06-30,20,False
2019-07-07,39,False
2019-07-14,59,False
2019-07-21,0,False
2019-07-28,20,False
2019-08-04,31,False
2019-08-11,22,False
2019-08-18,20,False
2019-08-25,19,False
2019-09-01,27,False
2019-09-08,19,False
2019-09-15,28,False
2019-09-22,18,False
2019-09-29,18,False
2019-10-06,75,False
2019-10-13,19,False
2019-10-20,18,False
2019-10-27,53,False
2019-11-03,36,False
2019-11-10,82,False
2019-11-17,35,False
2019-11-24,45,False
2019-12-01,28,False
2019-12-08,37,False
2019-12-15,38,False
2019-12-22,34,False
2019-12-29,21,False
2020-01-05,57,False
2020-01-12,70,False
2020-01-19,0,False
2020-01-26,52,False
2020-02-02,34,False
2020-02-09,27,False
2020-02-16,36,False
2020-02-23,33,False
2020-03-01,49,False
2020-03-08,31,False
2020-03-15,0,False
2020-03-22,14,False
2020-03-29,0,False
2020-04-05,16,False
2020-04-12,47,False
2020-04-19,22,False
2020-04-26,26,True
