date,funky,isPartial
2018-01-07,25,False
2018-01-14,100,False
2018-01-21,24,False
2018-01-28,16,False
2018-02-04,16,False
2018-02-11,23,False
2018-02-18,15,False
2018-02-25,36,False
2018-03-04,59,False
2018-03-11,37,False
2018-03-18,75,False
2018-03-25,56,False
2018-04-01,33,False
2018-04-08,52,False
2018-04-15,15,False
2018-04-22,48,False
2018-04-29,39,False
2018-05-06,15,False
2018-05-13,29,False
2018-05-20,45,False
2018-05-27,15,False
2018-06-03,16,False
2018-06-10,15,False
2018-06-17,73,False
2018-06-24,39,False
2018-07-01,46,False
2018-07-08,77,False
2018-07-15,16,False
2018-07-22,47,False
2018-07-29,32,False
2018-08-05,51,False
2018-08-12,30,False
2018-08-19,63,False
2018-08-26,18,False
2018-09-02,15,False
2018-09-09,15,False
2018-09-16,21,False
2018-09-23,52,False
2018-09-30,29,False
2018-10-07,15,False
2018-10-14,23,False
2018-10-21,59,False
2018-10-28,44,False
2018-11-04,56,False
2018-11-11,44,False
2018-11-18,29,False
2018-11-25,67,False
2018-12-02,41,False
2018-12-09,38,False
2018-12-16,24,False
2018-12-23,39,False
2018-12-30,52,False
2019-01-06,25,False
2019-01-13,40,False
2019-01-20,23,False
2019-01-27,21,False
2019-02-03,32,False
2019-02-10,32,False
2019-02-17,16,False
2019-02-24,36,False
2019-03-03,68,False
2019-03-10,42,False
2019-03-17,51,False
2019-03-24,17,False
2019-03-31,33,False
2019-04-07,46,False
2019-04-14,64,False
2019-04-21,28,False
2019-04-28,48,False
2019-05-05,51,False
2019-05-12,24,False
2019-05-19,16,False
2019-05-26,54,False
2019-06-02,48,False
2019-06-09,32,False
2019-06-16,51,False
2019-06-23,68,False
2019-06-30,44,False
2019-07-07,64,False
2019-07-14,18,False
2019-07-21,52,False
2019-07-28,19,False
2019-08-04,40,False
2019-08-11,32,False
2019-08-18,41,False
2019-08-25,27,False
2019-09-01,46,False
2019-09-08,32,False
2019-09-15,31,False
2019-09-22,47,False
2019-09-29,55,False
2019-10-06,32,False
2019-10-13,48,False
2019-10-20,47,False
2019-10-27,24,False
2019-11-03,0,False
2019-11-10,15,False
2019-11-17,23,False
2019-11-24,46,False
2019-12-01,24,False
2019-12-08,16,False
2019-12-15,65,False
2019-12-22,20,False
2019-12-29,56,False
2020-01-05,16,False
2020-01-12,22,False
2020-01-19,30,False
2020-01-26,59,False
2020-02-02,22,False
2020-02-09,37,False
2020-02-16,30,False
2020-02-23,43,False
2020-03-01,43,False
2020-03-08,14,False
2020-03-15,49,False
2020-03-22,33,False
2020-03-29,27,False
2020-04-05,29,False
2020-04-12,58,False
2020-04-19,0,False
2020-04-26,35,True
