date,funky,isPartial
2018-01-07,23,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,43,False
2018-02-04,21,False
2018-02-11,89,False
2018-02-18,44,False
2018-02-25,21,False
2018-03-04,0,False
2018-03-11,44,False
2018-03-18,67,False
2018-03-25,0,False
2018-04-01,24,False
2018-04-08,22,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,45,False
2018-05-20,23,False
2018-05-27,23,False
2018-06-03,0,False
2018-06-10,44,False
2018-06-17,48,False
2018-06-24,25,False
2018-07-01,49,False
2018-07-08,24,False
2018-07-15,25,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,100,False
2018-08-19,0,False
2018-08-26,26,False
2018-09-02,25,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,24,False
2018-10-07,24,False
2018-10-14,0,False
2018-10-21,24,False
2018-10-28,24,False
2018-11-04,45,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,48,False
2018-12-23,0,False
2018-12-30,50,False
2019-01-06,66,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,61,False
2019-02-03,21,False
2019-02-10,0,False
2019-02-17,21,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,22,False
2019-03-24,65,False
2019-03-31,21,False
2019-04-07,21,False
2019-04-14,22,False
2019-04-21,0,False
2019-04-28,22,False
2019-05-05,87,False
2019-05-12,0,False
2019-05-19,21,False
2019-05-26,41,False
2019-06-02,0,False
2019-06-09,62,False
2019-06-16,65,False
2019-06-23,0,False
2019-06-30,88,False
2019-07-07,22,False
2019-07-14,45,False
2019-07-21,0,False
2019-07-28,49,False
2019-08-04,25,False
2019-08-11,28,False
2019-08-18,25,False
2019-08-25,0,False
2019-09-01,20,False
2019-09-08,0,False
2019-09-15,20,False
2019-09-22,0,False
2019-09-29,21,False
2019-10-06,21,False
2019-10-13,21,False
2019-10-20,59,False
2019-10-27,20,False
2019-11-03,39,False
2019-11-10,0,False
2019-11-17,78,False
2019-11-24,38,False
2019-12-01,40,False
2019-12-08,21,False
2019-12-15,40,False
2019-12-22,23,False
2019-12-29,66,False
2020-01-05,38,False
2020-01-12,18,False
2020-01-19,0,False
2020-01-26,36,False
2020-02-02,0,False
2020-02-09,37,False
2020-02-16,37,False
2020-02-23,17,False
2020-03-01,17,False
2020-03-08,33,False
2020-03-15,16,False
2020-03-22,31,False
2020-03-29,0,False
2020-04-05,51,False
2020-04-12,52,False
2020-04-19,16,False
2020-04-26,55,True
