date,funky,isPartial
2018-01-07,0,False
2018-01-14,34,False
2018-01-21,51,False
2018-01-28,100,False
2018-02-04,33,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,33,False
2018-03-18,0,False
2018-03-25,35,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,35,False
2018-04-22,72,False
2018-04-29,35,False
2018-05-06,0,False
2018-05-13,34,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,34,False
2018-06-10,33,False
2018-06-17,67,False
2018-06-24,51,False
2018-07-01,67,False
2018-07-08,33,False
2018-07-15,34,False
2018-07-22,33,False
2018-07-29,34,False
2018-08-05,50,False
2018-08-12,0,False
2018-08-19,34,False
2018-08-26,0,False
2018-09-02,32,False
2018-09-09,0,False
2018-09-16,50,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,35,False
2018-10-14,35,False
2018-10-21,0,False
2018-10-28,34,False
2018-11-04,34,False
2018-11-11,0,False
2018-11-18,33,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,33,False
2018-12-16,33,False
2018-12-23,0,False
2018-12-30,35,False
2019-01-06,32,False
2019-01-13,0,False
2019-01-20,31,False
2019-01-27,30,False
2019-02-03,30,False
2019-02-10,0,False
2019-02-17,31,False
2019-02-24,0,False
2019-03-03,32,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,31,False
2019-03-31,0,False
2019-04-07,31,False
2019-04-14,32,False
2019-04-21,32,False
2019-04-28,31,False
2019-05-05,0,False
2019-05-12,44,False
2019-05-19,0,False
2019-05-26,28,False
2019-06-02,31,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,32,False
2019-07-07,29,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,31,False
2019-08-04,31,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,61,False
2019-09-15,0,False
2019-09-22,29,False
2019-09-29,29,False
2019-10-06,0,False
2019-10-13,30,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,28,False
2019-11-10,29,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,74,False
2019-12-15,45,False
2019-12-22,0,False
2019-12-29,32,False
2020-01-05,28,False
2020-01-12,26,False
2020-01-19,27,False
2020-01-26,27,False
2020-02-02,52,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,25,False
2020-03-01,74,False
2020-03-08,24,False
2020-03-15,24,False
2020-03-22,22,False
2020-03-29,46,False
2020-04-05,24,False
2020-04-12,36,False
2020-04-19,23,False
2020-04-26,39,True
