date,funky,isPartial
2018-01-07,0,False
2018-01-14,81,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,38,False
2018-02-11,38,False
2018-02-18,0,False
2018-02-25,37,False
2018-03-04,38,False
2018-03-11,37,False
2018-03-18,0,False
2018-03-25,39,False
2018-04-01,60,False
2018-04-08,0,False
2018-04-15,40,False
2018-04-22,40,False
2018-04-29,74,False
2018-05-06,76,False
2018-05-13,0,False
2018-05-20,38,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,36,False
2018-06-17,38,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,35,False
2018-07-22,0,False
2018-07-29,37,False
2018-08-05,36,False
2018-08-12,34,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,38,False
2018-09-09,39,False
2018-09-16,0,False
2018-09-23,39,False
2018-09-30,39,False
2018-10-07,39,False
2018-10-14,41,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,56,False
2018-11-11,0,False
2018-11-18,39,False
2018-11-25,40,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,42,False
2018-12-23,0,False
2018-12-30,42,False
2019-01-06,40,False
2019-01-13,0,False
2019-01-20,54,False
2019-01-27,0,False
2019-02-03,36,False
2019-02-10,0,False
2019-02-17,38,False
2019-02-24,76,False
2019-03-03,0,False
2019-03-10,37,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,37,False
2019-04-21,33,False
2019-04-28,35,False
2019-05-05,70,False
2019-05-12,36,False
2019-05-19,70,False
2019-05-26,34,False
2019-06-02,74,False
2019-06-09,35,False
2019-06-16,0,False
2019-06-23,36,False
2019-06-30,35,False
2019-07-07,100,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,69,False
2019-08-04,33,False
2019-08-11,66,False
2019-08-18,32,False
2019-08-25,32,False
2019-09-01,33,False
2019-09-08,52,False
2019-09-15,34,False
2019-09-22,0,False
2019-09-29,68,False
2019-10-06,69,False
2019-10-13,0,False
2019-10-20,32,False
2019-10-27,0,False
2019-11-03,32,False
2019-11-10,0,False
2019-11-17,32,False
2019-11-24,33,False
2019-12-01,0,False
2019-12-08,52,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,33,False
2020-02-02,49,False
2020-02-09,0,False
2020-02-16,33,False
2020-02-23,0,False
2020-03-01,31,False
2020-03-08,43,False
2020-03-15,0,False
2020-03-22,55,False
2020-03-29,29,False
2020-04-05,30,False
2020-04-12,30,False
2020-04-19,56,False
2020-04-26,0,True
