date,funky,isPartial
2018-01-07,82,False
2018-01-14,58,False
2018-01-21,46,False
2018-01-28,45,False
2018-02-04,22,False
2018-02-11,23,False
2018-02-18,66,False
2018-02-25,43,False
2018-03-04,23,False
2018-03-11,56,False
2018-03-18,35,False
2018-03-25,47,False
2018-04-01,50,False
2018-04-08,92,False
2018-04-15,47,False
2018-04-22,98,False
2018-04-29,23,False
2018-05-06,45,False
2018-05-13,23,False
2018-05-20,35,False
2018-05-27,35,False
2018-06-03,47,False
2018-06-10,57,False
2018-06-17,58,False
2018-06-24,59,False
2018-07-01,45,False
2018-07-08,68,False
2018-07-15,70,False
2018-07-22,94,False
2018-07-29,61,False
2018-08-05,65,False
2018-08-12,56,False
2018-08-19,25,False
2018-08-26,23,False
2018-09-02,45,False
2018-09-09,45,False
2018-09-16,34,False
2018-09-23,57,False
2018-09-30,23,False
2018-10-07,70,False
2018-10-14,23,False
2018-10-21,35,False
2018-10-28,45,False
2018-11-04,55,False
2018-11-11,58,False
2018-11-18,33,False
2018-11-25,23,False
2018-12-02,58,False
2018-12-09,70,False
2018-12-16,25,False
2018-12-23,75,False
2018-12-30,83,False
2019-01-06,24,False
2019-01-13,68,False
2019-01-20,0,False
2019-01-27,45,False
2019-02-03,33,False
2019-02-10,23,False
2019-02-17,69,False
2019-02-24,69,False
2019-03-03,47,False
2019-03-10,47,False
2019-03-17,46,False
2019-03-24,70,False
2019-03-31,34,False
2019-04-07,69,False
2019-04-14,24,False
2019-04-21,39,False
2019-04-28,60,False
2019-05-05,80,False
2019-05-12,32,False
2019-05-19,33,False
2019-05-26,32,False
2019-06-02,47,False
2019-06-09,80,False
2019-06-16,46,False
2019-06-23,24,False
2019-06-30,59,False
2019-07-07,32,False
2019-07-14,100,False
2019-07-21,46,False
2019-07-28,35,False
2019-08-04,49,False
2019-08-11,26,False
2019-08-18,23,False
2019-08-25,42,False
2019-09-01,70,False
2019-09-08,21,False
2019-09-15,52,False
2019-09-22,52,False
2019-09-29,42,False
2019-10-06,44,False
2019-10-13,87,False
2019-10-20,42,False
2019-10-27,21,False
2019-11-03,61,False
2019-11-10,51,False
2019-11-17,72,False
2019-11-24,20,False
2019-12-01,0,False
2019-12-08,32,False
2019-12-15,54,False
2019-12-22,53,False
2019-12-29,49,False
2020-01-05,21,False
2020-01-12,57,False
2020-01-19,39,False
2020-01-26,39,False
2020-02-02,87,False
2020-02-09,50,False
2020-02-16,97,False
2020-02-23,36,False
2020-03-01,27,False
2020-03-08,18,False
2020-03-15,37,False
2020-03-22,41,False
2020-03-29,42,False
2020-04-05,54,False
2020-04-12,45,False
2020-04-19,51,False
2020-04-26,59,True
