date,Sastre,isPartial
2018-01-07,28,False
2018-01-14,30,False
2018-01-21,0,False
2018-01-28,30,False
2018-02-04,88,False
2018-02-11,30,False
2018-02-18,30,False
2018-02-25,41,False
2018-03-04,54,False
2018-03-11,28,False
2018-03-18,29,False
2018-03-25,0,False
2018-04-01,28,False
2018-04-08,0,False
2018-04-15,43,False
2018-04-22,0,False
2018-04-29,30,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,60,False
2018-06-03,28,False
2018-06-10,28,False
2018-06-17,31,False
2018-06-24,32,False
2018-07-01,31,False
2018-07-08,30,False
2018-07-15,66,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,30,False
2018-08-12,0,False
2018-08-19,30,False
2018-08-26,0,False
2018-09-02,61,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,44,False
2018-09-30,75,False
2018-10-07,30,False
2018-10-14,0,False
2018-10-21,29,False
2018-10-28,44,False
2018-11-04,0,False
2018-11-11,29,False
2018-11-18,0,False
2018-11-25,73,False
2018-12-02,30,False
2018-12-09,29,False
2018-12-16,29,False
2018-12-23,64,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,27,False
2019-01-27,27,False
2019-02-03,71,False
2019-02-10,57,False
2019-02-17,0,False
2019-02-24,29,False
2019-03-03,0,False
2019-03-10,30,False
2019-03-17,29,False
2019-03-24,29,False
2019-03-31,27,False
2019-04-07,58,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,28,False
2019-05-12,59,False
2019-05-19,29,False
2019-05-26,0,False
2019-06-02,28,False
2019-06-09,29,False
2019-06-16,59,False
2019-06-23,92,False
2019-06-30,31,False
2019-07-07,90,False
2019-07-14,0,False
2019-07-21,31,False
2019-07-28,0,False
2019-08-04,30,False
2019-08-11,29,False
2019-08-18,29,False
2019-08-25,57,False
2019-09-01,29,False
2019-09-08,0,False
2019-09-15,55,False
2019-09-22,56,False
2019-09-29,42,False
2019-10-06,27,False
2019-10-13,64,False
2019-10-20,27,False
2019-10-27,25,False
2019-11-03,26,False
2019-11-10,38,False
2019-11-17,50,False
2019-11-24,0,False
2019-12-01,39,False
2019-12-08,53,False
2019-12-15,75,False
2019-12-22,0,False
2019-12-29,27,False
2020-01-05,26,False
2020-01-12,23,False
2020-01-19,23,False
2020-01-26,24,False
2020-02-02,50,False
2020-02-09,100,False
2020-02-16,0,False
2020-02-23,49,False
2020-03-01,47,False
2020-03-08,23,False
2020-03-15,42,False
2020-03-22,20,False
2020-03-29,20,False
2020-04-05,21,False
2020-04-12,35,True
