date,Sastre,isPartial
2018-01-07,37,False
2018-01-14,56,False
2018-01-21,46,False
2018-01-28,37,False
2018-02-04,55,False
2018-02-11,57,False
2018-02-18,46,False
2018-02-25,56,False
2018-03-04,47,False
2018-03-11,27,False
2018-03-18,37,False
2018-03-25,23,False
2018-04-01,34,False
2018-04-08,37,False
2018-04-15,19,False
2018-04-22,27,False
2018-04-29,39,False
2018-05-06,37,False
2018-05-13,29,False
2018-05-20,19,False
2018-05-27,55,False
2018-06-03,94,False
2018-06-10,18,False
2018-06-17,40,False
2018-06-24,0,False
2018-07-01,31,False
2018-07-08,41,False
2018-07-15,53,False
2018-07-22,44,False
2018-07-29,98,False
2018-08-05,63,False
2018-08-12,67,False
2018-08-19,25,False
2018-08-26,23,False
2018-09-02,40,False
2018-09-09,29,False
2018-09-16,47,False
2018-09-23,37,False
2018-09-30,38,False
2018-10-07,20,False
2018-10-14,19,False
2018-10-21,19,False
2018-10-28,49,False
2018-11-04,54,False
2018-11-11,19,False
2018-11-18,36,False
2018-11-25,100,False
2018-12-02,20,False
2018-12-09,75,False
2018-12-16,46,False
2018-12-23,45,False
2018-12-30,54,False
2019-01-06,36,False
2019-01-13,36,False
2019-01-20,17,False
2019-01-27,26,False
2019-02-03,90,False
2019-02-10,18,False
2019-02-17,37,False
2019-02-24,0,False
2019-03-03,74,False
2019-03-10,46,False
2019-03-17,95,False
2019-03-24,37,False
2019-03-31,35,False
2019-04-07,54,False
2019-04-14,42,False
2019-04-21,21,False
2019-04-28,0,False
2019-05-05,26,False
2019-05-12,17,False
2019-05-19,60,False
2019-05-26,34,False
2019-06-02,25,False
2019-06-09,17,False
2019-06-16,56,False
2019-06-23,39,False
2019-06-30,39,False
2019-07-07,77,False
2019-07-14,40,False
2019-07-21,32,False
2019-07-28,57,False
2019-08-04,36,False
2019-08-11,74,False
2019-08-18,36,False
2019-08-25,73,False
2019-09-01,84,False
2019-09-08,35,False
2019-09-15,25,False
2019-09-22,33,False
2019-09-29,41,False
2019-10-06,50,False
2019-10-13,24,False
2019-10-20,24,False
2019-10-27,40,False
2019-11-03,47,False
2019-11-10,31,False
2019-11-17,24,False
2019-11-24,46,False
2019-12-01,25,False
2019-12-08,32,False
2019-12-15,40,False
2019-12-22,28,False
2019-12-29,27,False
2020-01-05,24,False
2020-01-12,15,False
2020-01-19,46,False
2020-01-26,30,False
2020-02-02,45,False
2020-02-09,30,False
2020-02-16,31,False
2020-02-23,38,False
2020-03-01,29,False
2020-03-08,57,False
2020-03-15,35,False
2020-03-22,71,False
2020-03-29,43,False
2020-04-05,46,False
2020-04-12,82,True
