date,Sastre,isPartial
2018-01-07,38,False
2018-01-14,19,False
2018-01-21,38,False
2018-01-28,55,False
2018-02-04,56,False
2018-02-11,38,False
2018-02-18,48,False
2018-02-25,27,False
2018-03-04,19,False
2018-03-11,56,False
2018-03-18,40,False
2018-03-25,22,False
2018-04-01,100,False
2018-04-08,74,False
2018-04-15,38,False
2018-04-22,54,False
2018-04-29,39,False
2018-05-06,28,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,19,False
2018-06-03,19,False
2018-06-10,64,False
2018-06-17,60,False
2018-06-24,20,False
2018-07-01,0,False
2018-07-08,30,False
2018-07-15,42,False
2018-07-22,21,False
2018-07-29,21,False
2018-08-05,21,False
2018-08-12,0,False
2018-08-19,21,False
2018-08-26,0,False
2018-09-02,19,False
2018-09-09,28,False
2018-09-16,0,False
2018-09-23,19,False
2018-09-30,19,False
2018-10-07,29,False
2018-10-14,18,False
2018-10-21,28,False
2018-10-28,29,False
2018-11-04,19,False
2018-11-11,18,False
2018-11-18,18,False
2018-11-25,38,False
2018-12-02,0,False
2018-12-09,19,False
2018-12-16,60,False
2018-12-23,33,False
2018-12-30,44,False
2019-01-06,29,False
2019-01-13,46,False
2019-01-20,0,False
2019-01-27,18,False
2019-02-03,0,False
2019-02-10,18,False
2019-02-17,38,False
2019-02-24,47,False
2019-03-03,19,False
2019-03-10,19,False
2019-03-17,48,False
2019-03-24,28,False
2019-03-31,27,False
2019-04-07,29,False
2019-04-14,18,False
2019-04-21,38,False
2019-04-28,19,False
2019-05-05,19,False
2019-05-12,56,False
2019-05-19,18,False
2019-05-26,18,False
2019-06-02,53,False
2019-06-09,55,False
2019-06-16,47,False
2019-06-23,38,False
2019-06-30,19,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,20,False
2019-07-28,0,False
2019-08-04,21,False
2019-08-11,20,False
2019-08-18,60,False
2019-08-25,46,False
2019-09-01,18,False
2019-09-08,32,False
2019-09-15,18,False
2019-09-22,18,False
2019-09-29,43,False
2019-10-06,26,False
2019-10-13,68,False
2019-10-20,41,False
2019-10-27,17,False
2019-11-03,16,False
2019-11-10,33,False
2019-11-17,25,False
2019-11-24,32,False
2019-12-01,32,False
2019-12-08,26,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,36,False
2020-01-05,33,False
2020-01-12,15,False
2020-01-19,0,False
2020-01-26,47,False
2020-02-02,46,False
2020-02-09,15,False
2020-02-16,15,False
2020-02-23,22,False
2020-03-01,43,False
2020-03-08,21,False
2020-03-15,33,False
2020-03-22,47,False
2020-03-29,24,False
2020-04-05,13,False
2020-04-12,22,True
