date,Sastre,isPartial
2018-01-07,50,False
2018-01-14,40,False
2018-01-21,29,False
2018-01-28,81,False
2018-02-04,39,False
2018-02-11,60,False
2018-02-18,70,False
2018-02-25,0,False
2018-03-04,40,False
2018-03-11,19,False
2018-03-18,100,False
2018-03-25,32,False
2018-04-01,21,False
2018-04-08,19,False
2018-04-15,51,False
2018-04-22,73,False
2018-04-29,20,False
2018-05-06,39,False
2018-05-13,40,False
2018-05-20,30,False
2018-05-27,29,False
2018-06-03,19,False
2018-06-10,29,False
2018-06-17,21,False
2018-06-24,22,False
2018-07-01,66,False
2018-07-08,21,False
2018-07-15,34,False
2018-07-22,23,False
2018-07-29,23,False
2018-08-05,23,False
2018-08-12,24,False
2018-08-19,22,False
2018-08-26,54,False
2018-09-02,20,False
2018-09-09,41,False
2018-09-16,31,False
2018-09-23,20,False
2018-09-30,30,False
2018-10-07,53,False
2018-10-14,20,False
2018-10-21,20,False
2018-10-28,20,False
2018-11-04,39,False
2018-11-11,30,False
2018-11-18,0,False
2018-11-25,60,False
2018-12-02,0,False
2018-12-09,30,False
2018-12-16,20,False
2018-12-23,23,False
2018-12-30,43,False
2019-01-06,20,False
2019-01-13,19,False
2019-01-20,18,False
2019-01-27,28,False
2019-02-03,48,False
2019-02-10,59,False
2019-02-17,49,False
2019-02-24,20,False
2019-03-03,40,False
2019-03-10,30,False
2019-03-17,41,False
2019-03-24,41,False
2019-03-31,39,False
2019-04-07,21,False
2019-04-14,43,False
2019-04-21,20,False
2019-04-28,48,False
2019-05-05,0,False
2019-05-12,20,False
2019-05-19,20,False
2019-05-26,48,False
2019-06-02,18,False
2019-06-09,0,False
2019-06-16,21,False
2019-06-23,21,False
2019-06-30,0,False
2019-07-07,21,False
2019-07-14,22,False
2019-07-21,0,False
2019-07-28,33,False
2019-08-04,22,False
2019-08-11,45,False
2019-08-18,41,False
2019-08-25,48,False
2019-09-01,19,False
2019-09-08,29,False
2019-09-15,38,False
2019-09-22,19,False
2019-09-29,38,False
2019-10-06,39,False
2019-10-13,54,False
2019-10-20,18,False
2019-10-27,18,False
2019-11-03,17,False
2019-11-10,34,False
2019-11-17,0,False
2019-11-24,17,False
2019-12-01,0,False
2019-12-08,18,False
2019-12-15,18,False
2019-12-22,19,False
2019-12-29,0,False
2020-01-05,18,False
2020-01-12,24,False
2020-01-19,16,False
2020-01-26,34,False
2020-02-02,34,False
2020-02-09,17,False
2020-02-16,25,False
2020-02-23,24,False
2020-03-01,40,False
2020-03-08,16,False
2020-03-15,44,False
2020-03-22,42,False
2020-03-29,21,False
2020-04-05,30,False
2020-04-12,25,True
