date,Sastre,isPartial
2018-01-07,19,False
2018-01-14,60,False
2018-01-21,49,False
2018-01-28,29,False
2018-02-04,19,False
2018-02-11,20,False
2018-02-18,50,False
2018-02-25,0,False
2018-03-04,19,False
2018-03-11,38,False
2018-03-18,20,False
2018-03-25,21,False
2018-04-01,57,False
2018-04-08,19,False
2018-04-15,20,False
2018-04-22,19,False
2018-04-29,20,False
2018-05-06,30,False
2018-05-13,0,False
2018-05-20,60,False
2018-05-27,40,False
2018-06-03,38,False
2018-06-10,19,False
2018-06-17,32,False
2018-06-24,21,False
2018-07-01,32,False
2018-07-08,41,False
2018-07-15,22,False
2018-07-22,32,False
2018-07-29,0,False
2018-08-05,31,False
2018-08-12,30,False
2018-08-19,20,False
2018-08-26,40,False
2018-09-02,20,False
2018-09-09,41,False
2018-09-16,60,False
2018-09-23,39,False
2018-09-30,20,False
2018-10-07,20,False
2018-10-14,19,False
2018-10-21,0,False
2018-10-28,20,False
2018-11-04,18,False
2018-11-11,38,False
2018-11-18,28,False
2018-11-25,39,False
2018-12-02,40,False
2018-12-09,20,False
2018-12-16,30,False
2018-12-23,32,False
2018-12-30,0,False
2019-01-06,39,False
2019-01-13,56,False
2019-01-20,18,False
2019-01-27,65,False
2019-02-03,49,False
2019-02-10,29,False
2019-02-17,0,False
2019-02-24,29,False
2019-03-03,0,False
2019-03-10,60,False
2019-03-17,39,False
2019-03-24,60,False
2019-03-31,28,False
2019-04-07,49,False
2019-04-14,56,False
2019-04-21,37,False
2019-04-28,29,False
2019-05-05,39,False
2019-05-12,29,False
2019-05-19,19,False
2019-05-26,19,False
2019-06-02,0,False
2019-06-09,38,False
2019-06-16,0,False
2019-06-23,40,False
2019-06-30,100,False
2019-07-07,20,False
2019-07-14,51,False
2019-07-21,31,False
2019-07-28,42,False
2019-08-04,41,False
2019-08-11,30,False
2019-08-18,38,False
2019-08-25,28,False
2019-09-01,18,False
2019-09-08,18,False
2019-09-15,54,False
2019-09-22,27,False
2019-09-29,37,False
2019-10-06,18,False
2019-10-13,35,False
2019-10-20,43,False
2019-10-27,34,False
2019-11-03,25,False
2019-11-10,42,False
2019-11-17,17,False
2019-11-24,16,False
2019-12-01,26,False
2019-12-08,35,False
2019-12-15,34,False
2019-12-22,45,False
2019-12-29,0,False
2020-01-05,17,False
2020-01-12,39,False
2020-01-19,47,False
2020-01-26,32,False
2020-02-02,40,False
2020-02-09,57,False
2020-02-16,24,False
2020-02-23,24,False
2020-03-01,38,False
2020-03-08,30,False
2020-03-15,48,False
2020-03-22,13,False
2020-03-29,19,False
2020-04-05,34,False
2020-04-12,22,True
