date,musica elettronica,isPartial
2018-01-07,29,False
2018-01-14,0,False
2018-01-21,57,False
2018-01-28,29,False
2018-02-04,85,False
2018-02-11,57,False
2018-02-18,41,False
2018-02-25,27,False
2018-03-04,28,False
2018-03-11,0,False
2018-03-18,29,False
2018-03-25,30,False
2018-04-01,31,False
2018-04-08,0,False
2018-04-15,30,False
2018-04-22,31,False
2018-04-29,43,False
2018-05-06,28,False
2018-05-13,58,False
2018-05-20,44,False
2018-05-27,58,False
2018-06-03,29,False
2018-06-10,28,False
2018-06-17,29,False
2018-06-24,30,False
2018-07-01,0,False
2018-07-08,42,False
2018-07-15,59,False
2018-07-22,0,False
2018-07-29,61,False
2018-08-05,65,False
2018-08-12,35,False
2018-08-19,64,False
2018-08-26,86,False
2018-09-02,56,False
2018-09-09,29,False
2018-09-16,57,False
2018-09-23,86,False
2018-09-30,29,False
2018-10-07,29,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,27,False
2018-11-11,29,False
2018-11-18,28,False
2018-11-25,0,False
2018-12-02,59,False
2018-12-09,0,False
2018-12-16,63,False
2018-12-23,38,False
2018-12-30,35,False
2019-01-06,30,False
2019-01-13,56,False
2019-01-20,84,False
2019-01-27,28,False
2019-02-03,0,False
2019-02-10,57,False
2019-02-17,43,False
2019-02-24,57,False
2019-03-03,29,False
2019-03-10,29,False
2019-03-17,29,False
2019-03-24,29,False
2019-03-31,29,False
2019-04-07,29,False
2019-04-14,30,False
2019-04-21,33,False
2019-04-28,0,False
2019-05-05,28,False
2019-05-12,54,False
2019-05-19,55,False
2019-05-26,53,False
2019-06-02,29,False
2019-06-09,29,False
2019-06-16,29,False
2019-06-23,60,False
2019-06-30,29,False
2019-07-07,27,False
2019-07-14,28,False
2019-07-21,58,False
2019-07-28,43,False
2019-08-04,62,False
2019-08-11,100,False
2019-08-18,59,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,26,False
2019-09-15,26,False
2019-09-22,53,False
2019-09-29,27,False
2019-10-06,41,False
2019-10-13,54,False
2019-10-20,0,False
2019-10-27,26,False
2019-11-03,77,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,50,False
2019-12-01,27,False
2019-12-08,27,False
2019-12-15,27,False
2019-12-22,0,False
2019-12-29,31,False
2020-01-05,26,False
2020-01-12,24,False
2020-01-19,48,False
2020-01-26,24,False
2020-02-02,24,False
2020-02-09,0,False
2020-02-16,24,False
2020-02-23,23,False
2020-03-01,34,False
2020-03-08,0,False
2020-03-15,34,False
2020-03-22,51,False
2020-03-29,42,False
2020-04-05,22,False
2020-04-12,22,False
2020-04-19,43,False
2020-04-26,37,True
