date,ramos novia,isPartial
2018-01-07,33,False
2018-01-14,33,False
2018-01-21,45,False
2018-01-28,19,False
2018-02-04,13,False
2018-02-11,32,False
2018-02-18,26,False
2018-02-25,25,False
2018-03-04,13,False
2018-03-11,26,False
2018-03-18,26,False
2018-03-25,14,False
2018-04-01,33,False
2018-04-08,25,False
2018-04-15,32,False
2018-04-22,32,False
2018-04-29,58,False
2018-05-06,85,False
2018-05-13,38,False
2018-05-20,32,False
2018-05-27,32,False
2018-06-03,55,False
2018-06-10,36,False
2018-06-17,27,False
2018-06-24,39,False
2018-07-01,39,False
2018-07-08,26,False
2018-07-15,20,False
2018-07-22,27,False
2018-07-29,27,False
2018-08-05,14,False
2018-08-12,14,False
2018-08-19,22,False
2018-08-26,26,False
2018-09-02,52,False
2018-09-09,20,False
2018-09-16,12,False
2018-09-23,19,False
2018-09-30,25,False
2018-10-07,19,False
2018-10-14,37,False
2018-10-21,32,False
2018-10-28,27,False
2018-11-04,13,False
2018-11-11,19,False
2018-11-18,25,False
2018-11-25,13,False
2018-12-02,13,False
2018-12-09,20,False
2018-12-16,13,False
2018-12-23,16,False
2018-12-30,0,False
2019-01-06,20,False
2019-01-13,37,False
2019-01-20,24,False
2019-01-27,25,False
2019-02-03,25,False
2019-02-10,32,False
2019-02-17,25,False
2019-02-24,31,False
2019-03-03,19,False
2019-03-10,31,False
2019-03-17,38,False
2019-03-24,19,False
2019-03-31,31,False
2019-04-07,12,False
2019-04-14,27,False
2019-04-21,25,False
2019-04-28,12,False
2019-05-05,73,False
2019-05-12,36,False
2019-05-19,35,False
2019-05-26,18,False
2019-06-02,24,False
2019-06-09,97,False
2019-06-16,100,False
2019-06-23,0,False
2019-06-30,44,False
2019-07-07,24,False
2019-07-14,19,False
2019-07-21,13,False
2019-07-28,0,False
2019-08-04,21,False
2019-08-11,14,False
2019-08-18,14,False
2019-08-25,19,False
2019-09-01,24,False
2019-09-08,48,False
2019-09-15,23,False
2019-09-22,12,False
2019-09-29,23,False
2019-10-06,28,False
2019-10-13,11,False
2019-10-20,11,False
2019-10-27,12,False
2019-11-03,0,False
2019-11-10,23,False
2019-11-17,23,False
2019-11-24,28,False
2019-12-01,23,False
2019-12-08,12,False
2019-12-15,12,False
2019-12-22,20,False
2019-12-29,13,False
2020-01-05,24,False
2020-01-12,55,False
2020-01-19,11,False
2020-01-26,28,False
2020-02-02,39,False
2020-02-09,22,False
2020-02-16,17,False
2020-02-23,33,False
2020-03-01,27,False
2020-03-08,21,False
2020-03-15,11,False
2020-03-22,10,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,18,True
