date,Sanitär Heizung,isPartial
2018-01-07,33,False
2018-01-14,53,False
2018-01-21,32,False
2018-01-28,63,False
2018-02-04,32,False
2018-02-11,31,False
2018-02-18,0,False
2018-02-25,31,False
2018-03-04,48,False
2018-03-11,32,False
2018-03-18,31,False
2018-03-25,33,False
2018-04-01,33,False
2018-04-08,32,False
2018-04-15,33,False
2018-04-22,31,False
2018-04-29,34,False
2018-05-06,36,False
2018-05-13,65,False
2018-05-20,35,False
2018-05-27,63,False
2018-06-03,32,False
2018-06-10,31,False
2018-06-17,31,False
2018-06-24,32,False
2018-07-01,32,False
2018-07-08,33,False
2018-07-15,36,False
2018-07-22,71,False
2018-07-29,35,False
2018-08-05,34,False
2018-08-12,32,False
2018-08-19,50,False
2018-08-26,33,False
2018-09-02,100,False
2018-09-09,32,False
2018-09-16,65,False
2018-09-23,33,False
2018-09-30,36,False
2018-10-07,52,False
2018-10-14,32,False
2018-10-21,46,False
2018-10-28,32,False
2018-11-04,61,False
2018-11-11,47,False
2018-11-18,0,False
2018-11-25,51,False
2018-12-02,0,False
2018-12-09,31,False
2018-12-16,0,False
2018-12-23,46,False
2018-12-30,0,False
2019-01-06,89,False
2019-01-13,0,False
2019-01-20,30,False
2019-01-27,45,False
2019-02-03,30,False
2019-02-10,31,False
2019-02-17,62,False
2019-02-24,30,False
2019-03-03,31,False
2019-03-10,63,False
2019-03-17,62,False
2019-03-24,62,False
2019-03-31,31,False
2019-04-07,62,False
2019-04-14,34,False
2019-04-21,34,False
2019-04-28,62,False
2019-05-05,46,False
2019-05-12,81,False
2019-05-19,0,False
2019-05-26,49,False
2019-06-02,66,False
2019-06-09,34,False
2019-06-16,68,False
2019-06-23,35,False
2019-06-30,70,False
2019-07-07,0,False
2019-07-14,37,False
2019-07-21,40,False
2019-07-28,76,False
2019-08-04,35,False
2019-08-11,33,False
2019-08-18,34,False
2019-08-25,35,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,34,False
2019-09-22,31,False
2019-09-29,31,False
2019-10-06,67,False
2019-10-13,63,False
2019-10-20,0,False
2019-10-27,53,False
2019-11-03,91,False
2019-11-10,32,False
2019-11-17,0,False
2019-11-24,30,False
2019-12-01,32,False
2019-12-08,33,False
2019-12-15,33,False
2019-12-22,92,False
2019-12-29,77,False
2020-01-05,59,False
2020-01-12,29,False
2020-01-19,72,False
2020-01-26,29,False
2020-02-02,0,False
2020-02-09,28,False
2020-02-16,26,False
2020-02-23,50,False
2020-03-01,27,False
2020-03-08,26,False
2020-03-15,25,False
2020-03-22,48,False
2020-03-29,31,False
2020-04-05,25,False
2020-04-12,37,False
2020-04-19,24,False
2020-04-26,47,False
2020-05-03,35,False
2020-05-10,47,False
