date,Sanitär Heizung,isPartial
2018-01-07,26,False
2018-01-14,28,False
2018-01-21,75,False
2018-01-28,28,False
2018-02-04,44,False
2018-02-11,59,False
2018-02-18,85,False
2018-02-25,43,False
2018-03-04,28,False
2018-03-11,43,False
2018-03-18,29,False
2018-03-25,29,False
2018-04-01,28,False
2018-04-08,86,False
2018-04-15,42,False
2018-04-22,29,False
2018-04-29,30,False
2018-05-06,0,False
2018-05-13,73,False
2018-05-20,45,False
2018-05-27,57,False
2018-06-03,39,False
2018-06-10,44,False
2018-06-17,54,False
2018-06-24,37,False
2018-07-01,35,False
2018-07-08,24,False
2018-07-15,24,False
2018-07-22,22,False
2018-07-29,0,False
2018-08-05,21,False
2018-08-12,85,False
2018-08-19,37,False
2018-08-26,41,False
2018-09-02,37,False
2018-09-09,55,False
2018-09-16,42,False
2018-09-23,43,False
2018-09-30,28,False
2018-10-07,60,False
2018-10-14,28,False
2018-10-21,73,False
2018-10-28,0,False
2018-11-04,27,False
2018-11-11,75,False
2018-11-18,36,False
2018-11-25,56,False
2018-12-02,84,False
2018-12-09,56,False
2018-12-16,0,False
2018-12-23,28,False
2018-12-30,51,False
2019-01-06,25,False
2019-01-13,26,False
2019-01-20,52,False
2019-01-27,44,False
2019-02-03,73,False
2019-02-10,28,False
2019-02-17,81,False
2019-02-24,54,False
2019-03-03,35,False
2019-03-10,44,False
2019-03-17,54,False
2019-03-24,41,False
2019-03-31,47,False
2019-04-07,27,False
2019-04-14,57,False
2019-04-21,67,False
2019-04-28,26,False
2019-05-05,26,False
2019-05-12,27,False
2019-05-19,0,False
2019-05-26,38,False
2019-06-02,25,False
2019-06-09,25,False
2019-06-16,52,False
2019-06-23,26,False
2019-06-30,41,False
2019-07-07,25,False
2019-07-14,48,False
2019-07-21,25,False
2019-07-28,73,False
2019-08-04,24,False
2019-08-11,82,False
2019-08-18,25,False
2019-08-25,57,False
2019-09-01,60,False
2019-09-08,48,False
2019-09-15,41,False
2019-09-22,37,False
2019-09-29,36,False
2019-10-06,100,False
2019-10-13,23,False
2019-10-20,23,False
2019-10-27,35,False
2019-11-03,57,False
2019-11-10,55,False
2019-11-17,23,False
2019-11-24,55,False
2019-12-01,41,False
2019-12-08,49,False
2019-12-15,49,False
2019-12-22,0,False
2019-12-29,30,False
2020-01-05,44,False
2020-01-12,58,False
2020-01-19,67,False
2020-01-26,22,False
2020-02-02,66,False
2020-02-09,35,False
2020-02-16,46,False
2020-02-23,30,False
2020-03-01,89,False
2020-03-08,21,False
2020-03-15,21,False
2020-03-22,41,False
2020-03-29,52,False
2020-04-05,22,False
2020-04-12,42,False
2020-04-19,32,False
2020-04-26,31,False
2020-05-03,63,False
2020-05-10,21,False
