date,book,isPartial
2018-01-07,43,False
2018-01-14,42,False
2018-01-21,36,False
2018-01-28,43,False
2018-02-04,38,False
2018-02-11,35,False
2018-02-18,42,False
2018-02-25,34,False
2018-03-04,28,False
2018-03-11,33,False
2018-03-18,28,False
2018-03-25,32,False
2018-04-01,29,False
2018-04-08,38,False
2018-04-15,35,False
2018-04-22,30,False
2018-04-29,51,False
2018-05-06,42,False
2018-05-13,30,False
2018-05-20,29,False
2018-05-27,38,False
2018-06-03,38,False
2018-06-10,22,False
2018-06-17,30,False
2018-06-24,28,False
2018-07-01,32,False
2018-07-08,40,False
2018-07-15,30,False
2018-07-22,24,False
2018-07-29,29,False
2018-08-05,40,False
2018-08-12,24,False
2018-08-19,38,False
2018-08-26,39,False
2018-09-02,30,False
2018-09-09,45,False
2018-09-16,51,False
2018-09-23,41,False
2018-09-30,43,False
2018-10-07,45,False
2018-10-14,34,False
2018-10-21,37,False
2018-10-28,32,False
2018-11-04,38,False
2018-11-11,48,False
2018-11-18,33,False
2018-11-25,23,False
2018-12-02,44,False
2018-12-09,34,False
2018-12-16,40,False
2018-12-23,29,False
2018-12-30,33,False
2019-01-06,37,False
2019-01-13,31,False
2019-01-20,37,False
2019-01-27,57,False
2019-02-03,59,False
2019-02-10,65,False
2019-02-17,55,False
2019-02-24,100,False
2019-03-03,83,False
2019-03-10,50,False
2019-03-17,57,False
2019-03-24,48,False
2019-03-31,39,False
2019-04-07,50,False
2019-04-14,43,False
2019-04-21,45,False
2019-04-28,51,False
2019-05-05,37,False
2019-05-12,42,False
2019-05-19,38,False
2019-05-26,43,False
2019-06-02,35,False
2019-06-09,38,False
2019-06-16,34,False
2019-06-23,31,False
2019-06-30,44,False
2019-07-07,43,False
2019-07-14,42,False
2019-07-21,35,False
2019-07-28,33,False
2019-08-04,40,False
2019-08-11,36,False
2019-08-18,38,False
2019-08-25,37,False
2019-09-01,42,False
2019-09-08,45,False
2019-09-15,44,False
2019-09-22,29,False
2019-09-29,41,False
2019-10-06,50,False
2019-10-13,44,False
2019-10-20,37,False
2019-10-27,32,False
2019-11-03,43,False
2019-11-10,33,False
2019-11-17,38,False
2019-11-24,36,False
2019-12-01,41,False
2019-12-08,42,False
2019-12-15,34,False
2019-12-22,29,False
2019-12-29,45,False
2020-01-05,32,False
2020-01-12,33,False
2020-01-19,38,False
2020-01-26,30,False
2020-02-02,29,False
2020-02-09,32,False
2020-02-16,30,False
2020-02-23,31,False
2020-03-01,42,False
2020-03-08,34,False
2020-03-15,39,False
2020-03-22,40,False
2020-03-29,45,False
2020-04-05,42,False
2020-04-12,46,False
2020-04-19,38,False
2020-04-26,52,True
