date,book,isPartial
2018-01-07,7,False
2018-01-14,50,False
2018-01-21,0,False
2018-01-28,42,False
2018-02-04,49,False
2018-02-11,64,False
2018-02-18,13,False
2018-02-25,39,False
2018-03-04,34,False
2018-03-11,41,False
2018-03-18,35,False
2018-03-25,29,False
2018-04-01,22,False
2018-04-08,28,False
2018-04-15,29,False
2018-04-22,22,False
2018-04-29,28,False
2018-05-06,41,False
2018-05-13,21,False
2018-05-20,14,False
2018-05-27,22,False
2018-06-03,14,False
2018-06-10,20,False
2018-06-17,36,False
2018-06-24,29,False
2018-07-01,29,False
2018-07-08,36,False
2018-07-15,22,False
2018-07-22,22,False
2018-07-29,29,False
2018-08-05,29,False
2018-08-12,30,False
2018-08-19,50,False
2018-08-26,14,False
2018-09-02,43,False
2018-09-09,21,False
2018-09-16,28,False
2018-09-23,28,False
2018-09-30,49,False
2018-10-07,29,False
2018-10-14,36,False
2018-10-21,28,False
2018-10-28,21,False
2018-11-04,42,False
2018-11-11,22,False
2018-11-18,35,False
2018-11-25,14,False
2018-12-02,29,False
2018-12-09,43,False
2018-12-16,37,False
2018-12-23,17,False
2018-12-30,60,False
2019-01-06,28,False
2019-01-13,27,False
2019-01-20,38,False
2019-01-27,39,False
2019-02-03,100,False
2019-02-10,83,False
2019-02-17,56,False
2019-02-24,97,False
2019-03-03,36,False
2019-03-10,42,False
2019-03-17,71,False
2019-03-24,28,False
2019-03-31,7,False
2019-04-07,63,False
2019-04-14,14,False
2019-04-21,42,False
2019-04-28,20,False
2019-05-05,33,False
2019-05-12,39,False
2019-05-19,46,False
2019-05-26,19,False
2019-06-02,35,False
2019-06-09,49,False
2019-06-16,29,False
2019-06-23,28,False
2019-06-30,38,False
2019-07-07,21,False
2019-07-14,29,False
2019-07-21,37,False
2019-07-28,15,False
2019-08-04,15,False
2019-08-11,53,False
2019-08-18,46,False
2019-08-25,7,False
2019-09-01,79,False
2019-09-08,54,False
2019-09-15,45,False
2019-09-22,45,False
2019-09-29,26,False
2019-10-06,32,False
2019-10-13,26,False
2019-10-20,19,False
2019-10-27,18,False
2019-11-03,24,False
2019-11-10,31,False
2019-11-17,38,False
2019-11-24,56,False
2019-12-01,45,False
2019-12-08,39,False
2019-12-15,46,False
2019-12-22,7,False
2019-12-29,33,False
2020-01-05,38,False
2020-01-12,0,False
2020-01-19,24,False
2020-01-26,12,False
2020-02-02,12,False
2020-02-09,18,False
2020-02-16,0,False
2020-02-23,23,False
2020-03-01,22,False
2020-03-08,26,False
2020-03-15,41,False
2020-03-22,56,False
2020-03-29,44,False
2020-04-05,41,False
2020-04-12,11,False
2020-04-19,34,False
2020-04-26,34,True
