date,entreprise plomberie,isPartial
2018-01-07,51,False
2018-01-14,37,False
2018-01-21,49,False
2018-01-28,26,False
2018-02-04,25,False
2018-02-11,25,False
2018-02-18,25,False
2018-02-25,48,False
2018-03-04,49,False
2018-03-11,50,False
2018-03-18,34,False
2018-03-25,52,False
2018-04-01,26,False
2018-04-08,39,False
2018-04-15,87,False
2018-04-22,27,False
2018-04-29,26,False
2018-05-06,55,False
2018-05-13,77,False
2018-05-20,0,False
2018-05-27,39,False
2018-06-03,66,False
2018-06-10,51,False
2018-06-17,27,False
2018-06-24,27,False
2018-07-01,0,False
2018-07-08,27,False
2018-07-15,46,False
2018-07-22,28,False
2018-07-29,0,False
2018-08-05,29,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,27,False
2018-09-02,40,False
2018-09-09,27,False
2018-09-16,53,False
2018-09-23,53,False
2018-09-30,27,False
2018-10-07,27,False
2018-10-14,27,False
2018-10-21,27,False
2018-10-28,44,False
2018-11-04,26,False
2018-11-11,26,False
2018-11-18,26,False
2018-11-25,26,False
2018-12-02,0,False
2018-12-09,26,False
2018-12-16,0,False
2018-12-23,29,False
2018-12-30,27,False
2019-01-06,33,False
2019-01-13,0,False
2019-01-20,41,False
2019-01-27,36,False
2019-02-03,0,False
2019-02-10,25,False
2019-02-17,26,False
2019-02-24,77,False
2019-03-03,24,False
2019-03-10,25,False
2019-03-17,39,False
2019-03-24,50,False
2019-03-31,0,False
2019-04-07,24,False
2019-04-14,62,False
2019-04-21,25,False
2019-04-28,24,False
2019-05-05,24,False
2019-05-12,40,False
2019-05-19,48,False
2019-05-26,25,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,25,False
2019-06-23,41,False
2019-06-30,49,False
2019-07-07,36,False
2019-07-14,37,False
2019-07-21,25,False
2019-07-28,0,False
2019-08-04,26,False
2019-08-11,27,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,23,False
2019-09-08,23,False
2019-09-15,35,False
2019-09-22,23,False
2019-09-29,48,False
2019-10-06,24,False
2019-10-13,23,False
2019-10-20,23,False
2019-10-27,57,False
2019-11-03,33,False
2019-11-10,45,False
2019-11-17,55,False
2019-11-24,65,False
2019-12-01,57,False
2019-12-08,64,False
2019-12-15,43,False
2019-12-22,0,False
2019-12-29,69,False
2020-01-05,44,False
2020-01-12,32,False
2020-01-19,43,False
2020-01-26,35,False
2020-02-02,42,False
2020-02-09,21,False
2020-02-16,100,False
2020-02-23,20,False
2020-03-01,41,False
2020-03-08,30,False
2020-03-15,19,False
2020-03-22,19,False
2020-03-29,38,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,19,False
2020-04-26,18,False
2020-05-03,18,False
2020-05-10,28,False
2020-05-17,48,True
