date,matrimonio sposi,isPartial
2018-01-07,47,False
2018-01-14,33,False
2018-01-21,38,False
2018-01-28,45,False
2018-02-04,26,False
2018-02-11,32,False
2018-02-18,38,False
2018-02-25,25,False
2018-03-04,12,False
2018-03-11,31,False
2018-03-18,19,False
2018-03-25,52,False
2018-04-01,47,False
2018-04-08,31,False
2018-04-15,76,False
2018-04-22,33,False
2018-04-29,45,False
2018-05-06,44,False
2018-05-13,74,False
2018-05-20,43,False
2018-05-27,69,False
2018-06-03,51,False
2018-06-10,81,False
2018-06-17,39,False
2018-06-24,19,False
2018-07-01,57,False
2018-07-08,58,False
2018-07-15,46,False
2018-07-22,26,False
2018-07-29,42,False
2018-08-05,53,False
2018-08-12,26,False
2018-08-19,100,False
2018-08-26,67,False
2018-09-02,36,False
2018-09-09,36,False
2018-09-16,66,False
2018-09-23,36,False
2018-09-30,18,False
2018-10-07,18,False
2018-10-14,49,False
2018-10-21,24,False
2018-10-28,36,False
2018-11-04,17,False
2018-11-11,24,False
2018-11-18,0,False
2018-11-25,18,False
2018-12-02,18,False
2018-12-09,24,False
2018-12-16,19,False
2018-12-23,15,False
2018-12-30,28,False
2019-01-06,18,False
2019-01-13,23,False
2019-01-20,12,False
2019-01-27,29,False
2019-02-03,29,False
2019-02-10,0,False
2019-02-17,24,False
2019-02-24,18,False
2019-03-03,24,False
2019-03-10,18,False
2019-03-17,37,False
2019-03-24,38,False
2019-03-31,19,False
2019-04-07,42,False
2019-04-14,38,False
2019-04-21,14,False
2019-04-28,50,False
2019-05-05,73,False
2019-05-12,42,False
2019-05-19,65,False
2019-05-26,75,False
2019-06-02,25,False
2019-06-09,61,False
2019-06-16,31,False
2019-06-23,57,False
2019-06-30,44,False
2019-07-07,44,False
2019-07-14,39,False
2019-07-21,26,False
2019-07-28,34,False
2019-08-04,30,False
2019-08-11,25,False
2019-08-18,46,False
2019-08-25,47,False
2019-09-01,64,False
2019-09-08,53,False
2019-09-15,23,False
2019-09-22,23,False
2019-09-29,40,False
2019-10-06,35,False
2019-10-13,34,False
2019-10-20,33,False
2019-10-27,17,False
2019-11-03,11,False
2019-11-10,17,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,17,False
2019-12-08,11,False
2019-12-15,17,False
2019-12-22,21,False
2019-12-29,27,False
2020-01-05,57,False
2020-01-12,26,False
2020-01-19,22,False
2020-01-26,26,False
2020-02-02,16,False
2020-02-09,32,False
2020-02-16,16,False
2020-02-23,10,False
2020-03-01,35,False
2020-03-08,10,False
2020-03-15,20,False
2020-03-22,10,False
2020-03-29,10,False
2020-04-05,20,False
2020-04-12,16,False
2020-04-19,24,False
2020-04-26,17,True
