date,matrimonio sposi,isPartial
2018-01-07,20,False
2018-01-14,40,False
2018-01-21,0,False
2018-01-28,38,False
2018-02-04,29,False
2018-02-11,30,False
2018-02-18,30,False
2018-02-25,39,False
2018-03-04,30,False
2018-03-11,20,False
2018-03-18,63,False
2018-03-25,21,False
2018-04-01,0,False
2018-04-08,21,False
2018-04-15,22,False
2018-04-22,34,False
2018-04-29,32,False
2018-05-06,74,False
2018-05-13,42,False
2018-05-20,42,False
2018-05-27,42,False
2018-06-03,42,False
2018-06-10,61,False
2018-06-17,63,False
2018-06-24,95,False
2018-07-01,0,False
2018-07-08,21,False
2018-07-15,21,False
2018-07-22,21,False
2018-07-29,42,False
2018-08-05,32,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,50,False
2018-09-02,70,False
2018-09-09,62,False
2018-09-16,61,False
2018-09-23,32,False
2018-09-30,42,False
2018-10-07,43,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,20,False
2018-11-04,0,False
2018-11-11,21,False
2018-11-18,21,False
2018-11-25,0,False
2018-12-02,22,False
2018-12-09,22,False
2018-12-16,0,False
2018-12-23,25,False
2018-12-30,0,False
2019-01-06,41,False
2019-01-13,41,False
2019-01-20,0,False
2019-01-27,19,False
2019-02-03,38,False
2019-02-10,19,False
2019-02-17,30,False
2019-02-24,20,False
2019-03-03,0,False
2019-03-10,20,False
2019-03-17,20,False
2019-03-24,0,False
2019-03-31,20,False
2019-04-07,20,False
2019-04-14,41,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,47,False
2019-05-12,28,False
2019-05-19,19,False
2019-05-26,64,False
2019-06-02,20,False
2019-06-09,100,False
2019-06-16,20,False
2019-06-23,0,False
2019-06-30,60,False
2019-07-07,20,False
2019-07-14,21,False
2019-07-21,42,False
2019-07-28,21,False
2019-08-04,22,False
2019-08-11,35,False
2019-08-18,21,False
2019-08-25,19,False
2019-09-01,19,False
2019-09-08,20,False
2019-09-15,40,False
2019-09-22,19,False
2019-09-29,38,False
2019-10-06,38,False
2019-10-13,19,False
2019-10-20,28,False
2019-10-27,37,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,18,False
2019-12-01,19,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,21,False
2020-01-05,0,False
2020-01-12,26,False
2020-01-19,18,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,18,False
2020-02-16,0,False
2020-02-23,34,False
2020-03-01,16,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,15,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,16,False
2020-04-19,16,False
2020-04-26,53,True
