date,matrimonio sposi,isPartial
2018-01-07,29,False
2018-01-14,58,False
2018-01-21,86,False
2018-01-28,58,False
2018-02-04,28,False
2018-02-11,29,False
2018-02-18,27,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,29,False
2018-03-18,28,False
2018-03-25,88,False
2018-04-01,30,False
2018-04-08,0,False
2018-04-15,44,False
2018-04-22,0,False
2018-04-29,30,False
2018-05-06,29,False
2018-05-13,44,False
2018-05-20,43,False
2018-05-27,90,False
2018-06-03,0,False
2018-06-10,27,False
2018-06-17,84,False
2018-06-24,55,False
2018-07-01,28,False
2018-07-08,28,False
2018-07-15,56,False
2018-07-22,27,False
2018-07-29,41,False
2018-08-05,27,False
2018-08-12,24,False
2018-08-19,24,False
2018-08-26,100,False
2018-09-02,53,False
2018-09-09,42,False
2018-09-16,56,False
2018-09-23,0,False
2018-09-30,71,False
2018-10-07,90,False
2018-10-14,0,False
2018-10-21,30,False
2018-10-28,0,False
2018-11-04,29,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,28,False
2019-01-13,42,False
2019-01-20,52,False
2019-01-27,26,False
2019-02-03,26,False
2019-02-10,0,False
2019-02-17,27,False
2019-02-24,26,False
2019-03-03,28,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,40,False
2019-03-31,40,False
2019-04-07,26,False
2019-04-14,0,False
2019-04-21,28,False
2019-04-28,26,False
2019-05-05,39,False
2019-05-12,25,False
2019-05-19,52,False
2019-05-26,86,False
2019-06-02,0,False
2019-06-09,28,False
2019-06-16,0,False
2019-06-23,40,False
2019-06-30,54,False
2019-07-07,50,False
2019-07-14,26,False
2019-07-21,53,False
2019-07-28,51,False
2019-08-04,26,False
2019-08-11,0,False
2019-08-18,76,False
2019-08-25,25,False
2019-09-01,24,False
2019-09-08,0,False
2019-09-15,24,False
2019-09-22,49,False
2019-09-29,25,False
2019-10-06,25,False
2019-10-13,26,False
2019-10-20,0,False
2019-10-27,25,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,25,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,24,False
2020-01-12,23,False
2020-01-19,36,False
2020-01-26,24,False
2020-02-02,34,False
2020-02-09,24,False
2020-02-16,23,False
2020-02-23,22,False
2020-03-01,33,False
2020-03-08,0,False
2020-03-15,40,False
2020-03-22,19,False
2020-03-29,0,False
2020-04-05,20,False
2020-04-12,20,False
2020-04-19,0,False
2020-04-26,0,True
