date,Folieren,isPartial
2018-01-07,35,False
2018-01-14,0,False
2018-01-21,70,False
2018-01-28,47,False
2018-02-04,72,False
2018-02-11,35,False
2018-02-18,35,False
2018-02-25,71,False
2018-03-04,54,False
2018-03-11,36,False
2018-03-18,54,False
2018-03-25,39,False
2018-04-01,60,False
2018-04-08,38,False
2018-04-15,78,False
2018-04-22,76,False
2018-04-29,59,False
2018-05-06,41,False
2018-05-13,0,False
2018-05-20,78,False
2018-05-27,74,False
2018-06-03,77,False
2018-06-10,36,False
2018-06-17,36,False
2018-06-24,0,False
2018-07-01,57,False
2018-07-08,38,False
2018-07-15,39,False
2018-07-22,39,False
2018-07-29,38,False
2018-08-05,36,False
2018-08-12,36,False
2018-08-19,36,False
2018-08-26,55,False
2018-09-02,91,False
2018-09-09,36,False
2018-09-16,36,False
2018-09-23,72,False
2018-09-30,39,False
2018-10-07,39,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,45,False
2018-11-04,34,False
2018-11-11,0,False
2018-11-18,33,False
2018-11-25,46,False
2018-12-02,0,False
2018-12-09,34,False
2018-12-16,46,False
2018-12-23,0,False
2018-12-30,51,False
2019-01-06,31,False
2019-01-13,42,False
2019-01-20,79,False
2019-01-27,83,False
2019-02-03,48,False
2019-02-10,34,False
2019-02-17,32,False
2019-02-24,66,False
2019-03-03,48,False
2019-03-10,63,False
2019-03-17,68,False
2019-03-24,0,False
2019-03-31,45,False
2019-04-07,33,False
2019-04-14,37,False
2019-04-21,35,False
2019-04-28,32,False
2019-05-05,32,False
2019-05-12,33,False
2019-05-19,33,False
2019-05-26,67,False
2019-06-02,0,False
2019-06-09,100,False
2019-06-16,66,False
2019-06-23,34,False
2019-06-30,33,False
2019-07-07,34,False
2019-07-14,71,False
2019-07-21,37,False
2019-07-28,35,False
2019-08-04,59,False
2019-08-11,50,False
2019-08-18,55,False
2019-08-25,0,False
2019-09-01,81,False
2019-09-08,49,False
2019-09-15,33,False
2019-09-22,47,False
2019-09-29,42,False
2019-10-06,66,False
2019-10-13,32,False
2019-10-20,31,False
2019-10-27,59,False
2019-11-03,29,False
2019-11-10,70,False
2019-11-17,29,False
2019-11-24,29,False
2019-12-01,0,False
2019-12-08,30,False
2019-12-15,30,False
2019-12-22,32,False
2019-12-29,31,False
2020-01-05,28,False
2020-01-12,28,False
2020-01-19,0,False
2020-01-26,28,False
2020-02-02,41,False
2020-02-09,58,False
2020-02-16,56,False
2020-02-23,41,False
2020-03-01,41,False
2020-03-08,52,False
2020-03-15,25,False
2020-03-22,25,False
2020-03-29,48,False
2020-04-05,28,False
2020-04-12,26,False
2020-04-19,34,False
2020-04-26,49,False
2020-05-03,34,False
2020-05-10,50,False
