date,folieren,isPartial
2018-01-07,76,False
2018-01-14,25,False
2018-01-21,50,False
2018-01-28,25,False
2018-02-04,52,False
2018-02-11,25,False
2018-02-18,25,False
2018-02-25,33,False
2018-03-04,25,False
2018-03-11,100,False
2018-03-18,25,False
2018-03-25,26,False
2018-04-01,27,False
2018-04-08,26,False
2018-04-15,27,False
2018-04-22,26,False
2018-04-29,54,False
2018-05-06,28,False
2018-05-13,36,False
2018-05-20,55,False
2018-05-27,25,False
2018-06-03,0,False
2018-06-10,25,False
2018-06-17,59,False
2018-06-24,52,False
2018-07-01,27,False
2018-07-08,61,False
2018-07-15,36,False
2018-07-22,40,False
2018-07-29,52,False
2018-08-05,25,False
2018-08-12,25,False
2018-08-19,38,False
2018-08-26,26,False
2018-09-02,39,False
2018-09-09,77,False
2018-09-16,51,False
2018-09-23,26,False
2018-09-30,54,False
2018-10-07,53,False
2018-10-14,51,False
2018-10-21,24,False
2018-10-28,24,False
2018-11-04,24,False
2018-11-11,24,False
2018-11-18,46,False
2018-11-25,48,False
2018-12-02,24,False
2018-12-09,24,False
2018-12-16,37,False
2018-12-23,26,False
2018-12-30,24,False
2019-01-06,0,False
2019-01-13,22,False
2019-01-20,45,False
2019-01-27,23,False
2019-02-03,38,False
2019-02-10,0,False
2019-02-17,94,False
2019-02-24,47,False
2019-03-03,38,False
2019-03-10,45,False
2019-03-17,32,False
2019-03-24,24,False
2019-03-31,24,False
2019-04-07,47,False
2019-04-14,50,False
2019-04-21,25,False
2019-04-28,23,False
2019-05-05,34,False
2019-05-12,24,False
2019-05-19,23,False
2019-05-26,24,False
2019-06-02,35,False
2019-06-09,35,False
2019-06-16,47,False
2019-06-23,36,False
2019-06-30,23,False
2019-07-07,36,False
2019-07-14,62,False
2019-07-21,26,False
2019-07-28,24,False
2019-08-04,33,False
2019-08-11,35,False
2019-08-18,24,False
2019-08-25,23,False
2019-09-01,46,False
2019-09-08,31,False
2019-09-15,46,False
2019-09-22,34,False
2019-09-29,45,False
2019-10-06,35,False
2019-10-13,43,False
2019-10-20,33,False
2019-10-27,0,False
2019-11-03,31,False
2019-11-10,43,False
2019-11-17,21,False
2019-11-24,21,False
2019-12-01,22,False
2019-12-08,36,False
2019-12-15,29,False
2019-12-22,22,False
2019-12-29,0,False
2020-01-05,20,False
2020-01-12,20,False
2020-01-19,40,False
2020-01-26,26,False
2020-02-02,30,False
2020-02-09,0,False
2020-02-16,50,False
2020-02-23,20,False
2020-03-01,20,False
2020-03-08,28,False
2020-03-15,18,False
2020-03-22,34,False
2020-03-29,52,False
2020-04-05,40,False
2020-04-12,28,False
2020-04-19,49,False
2020-04-26,29,False
2020-05-03,28,False
2020-05-10,28,False
