date,Folieren,isPartial
2018-01-07,29,False
2018-01-14,31,False
2018-01-21,63,False
2018-01-28,31,False
2018-02-04,33,False
2018-02-11,33,False
2018-02-18,32,False
2018-02-25,0,False
2018-03-04,63,False
2018-03-11,47,False
2018-03-18,65,False
2018-03-25,32,False
2018-04-01,31,False
2018-04-08,32,False
2018-04-15,35,False
2018-04-22,66,False
2018-04-29,33,False
2018-05-06,0,False
2018-05-13,44,False
2018-05-20,34,False
2018-05-27,95,False
2018-06-03,49,False
2018-06-10,45,False
2018-06-17,30,False
2018-06-24,31,False
2018-07-01,44,False
2018-07-08,26,False
2018-07-15,40,False
2018-07-22,97,False
2018-07-29,56,False
2018-08-05,0,False
2018-08-12,24,False
2018-08-19,54,False
2018-08-26,31,False
2018-09-02,31,False
2018-09-09,61,False
2018-09-16,31,False
2018-09-23,0,False
2018-09-30,47,False
2018-10-07,0,False
2018-10-14,47,False
2018-10-21,30,False
2018-10-28,31,False
2018-11-04,30,False
2018-11-11,63,False
2018-11-18,60,False
2018-11-25,32,False
2018-12-02,31,False
2018-12-09,47,False
2018-12-16,31,False
2018-12-23,31,False
2018-12-30,43,False
2019-01-06,29,False
2019-01-13,29,False
2019-01-20,48,False
2019-01-27,29,False
2019-02-03,31,False
2019-02-10,31,False
2019-02-17,30,False
2019-02-24,40,False
2019-03-03,43,False
2019-03-10,44,False
2019-03-17,30,False
2019-03-24,30,False
2019-03-31,47,False
2019-04-07,61,False
2019-04-14,63,False
2019-04-21,30,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,49,False
2019-05-19,29,False
2019-05-26,57,False
2019-06-02,57,False
2019-06-09,42,False
2019-06-16,0,False
2019-06-23,29,False
2019-06-30,0,False
2019-07-07,28,False
2019-07-14,27,False
2019-07-21,28,False
2019-07-28,40,False
2019-08-04,54,False
2019-08-11,52,False
2019-08-18,0,False
2019-08-25,27,False
2019-09-01,53,False
2019-09-08,40,False
2019-09-15,27,False
2019-09-22,28,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,26,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,26,False
2019-11-17,26,False
2019-11-24,53,False
2019-12-01,36,False
2019-12-08,82,False
2019-12-15,28,False
2019-12-22,0,False
2019-12-29,100,False
2020-01-05,25,False
2020-01-12,36,False
2020-01-19,37,False
2020-01-26,56,False
2020-02-02,25,False
2020-02-09,26,False
2020-02-16,26,False
2020-02-23,25,False
2020-03-01,37,False
2020-03-08,23,False
2020-03-15,0,False
2020-03-22,23,False
2020-03-29,22,False
2020-04-05,37,False
2020-04-12,48,False
2020-04-19,0,False
2020-04-26,34,False
2020-05-03,23,False
2020-05-10,23,False
