date,folieren,isPartial
2018-01-07,27,False
2018-01-14,41,False
2018-01-21,64,False
2018-01-28,65,False
2018-02-04,63,False
2018-02-11,36,False
2018-02-18,67,False
2018-02-25,67,False
2018-03-04,53,False
2018-03-11,35,False
2018-03-18,72,False
2018-03-25,95,False
2018-04-01,89,False
2018-04-08,59,False
2018-04-15,55,False
2018-04-22,65,False
2018-04-29,44,False
2018-05-06,52,False
2018-05-13,70,False
2018-05-20,30,False
2018-05-27,49,False
2018-06-03,57,False
2018-06-10,71,False
2018-06-17,54,False
2018-06-24,58,False
2018-07-01,54,False
2018-07-08,81,False
2018-07-15,58,False
2018-07-22,51,False
2018-07-29,56,False
2018-08-05,58,False
2018-08-12,61,False
2018-08-19,53,False
2018-08-26,56,False
2018-09-02,59,False
2018-09-09,43,False
2018-09-16,72,False
2018-09-23,46,False
2018-09-30,64,False
2018-10-07,63,False
2018-10-14,28,False
2018-10-21,42,False
2018-10-28,74,False
2018-11-04,54,False
2018-11-11,45,False
2018-11-18,60,False
2018-11-25,17,False
2018-12-02,43,False
2018-12-09,37,False
2018-12-16,42,False
2018-12-23,41,False
2018-12-30,33,False
2019-01-06,74,False
2019-01-13,32,False
2019-01-20,44,False
2019-01-27,71,False
2019-02-03,73,False
2019-02-10,65,False
2019-02-17,59,False
2019-02-24,54,False
2019-03-03,54,False
2019-03-10,85,False
2019-03-17,76,False
2019-03-24,55,False
2019-03-31,38,False
2019-04-07,54,False
2019-04-14,77,False
2019-04-21,64,False
2019-04-28,67,False
2019-05-05,58,False
2019-05-12,79,False
2019-05-19,68,False
2019-05-26,44,False
2019-06-02,71,False
2019-06-09,78,False
2019-06-16,59,False
2019-06-23,45,False
2019-06-30,59,False
2019-07-07,66,False
2019-07-14,50,False
2019-07-21,42,False
2019-07-28,68,False
2019-08-04,50,False
2019-08-11,61,False
2019-08-18,73,False
2019-08-25,85,False
2019-09-01,51,False
2019-09-08,56,False
2019-09-15,70,False
2019-09-22,48,False
2019-09-29,62,False
2019-10-06,67,False
2019-10-13,38,False
2019-10-20,57,False
2019-10-27,59,False
2019-11-03,49,False
2019-11-10,56,False
2019-11-17,53,False
2019-11-24,67,False
2019-12-01,35,False
2019-12-08,25,False
2019-12-15,32,False
2019-12-22,19,False
2019-12-29,51,False
2020-01-05,57,False
2020-01-12,53,False
2020-01-19,39,False
2020-01-26,63,False
2020-02-02,50,False
2020-02-09,63,False
2020-02-16,61,False
2020-02-23,80,False
2020-03-01,52,False
2020-03-08,52,False
2020-03-15,50,False
2020-03-22,32,False
2020-03-29,48,False
2020-04-05,56,False
2020-04-12,82,False
2020-04-19,80,False
2020-04-26,100,False
2020-05-03,77,False
2020-05-10,83,False
