date,Folieren,isPartial
2018-01-07,60,False
2018-01-14,64,False
2018-01-21,48,False
2018-01-28,78,False
2018-02-04,64,False
2018-02-11,58,False
2018-02-18,53,False
2018-02-25,48,False
2018-03-04,64,False
2018-03-11,68,False
2018-03-18,43,False
2018-03-25,67,False
2018-04-01,66,False
2018-04-08,82,False
2018-04-15,72,False
2018-04-22,100,False
2018-04-29,48,False
2018-05-06,42,False
2018-05-13,68,False
2018-05-20,38,False
2018-05-27,58,False
2018-06-03,55,False
2018-06-10,84,False
2018-06-17,54,False
2018-06-24,59,False
2018-07-01,42,False
2018-07-08,64,False
2018-07-15,57,False
2018-07-22,54,False
2018-07-29,60,False
2018-08-05,55,False
2018-08-12,50,False
2018-08-19,57,False
2018-08-26,32,False
2018-09-02,53,False
2018-09-09,25,False
2018-09-16,48,False
2018-09-23,52,False
2018-09-30,49,False
2018-10-07,51,False
2018-10-14,58,False
2018-10-21,41,False
2018-10-28,32,False
2018-11-04,51,False
2018-11-11,41,False
2018-11-18,35,False
2018-11-25,46,False
2018-12-02,30,False
2018-12-09,43,False
2018-12-16,37,False
2018-12-23,31,False
2018-12-30,44,False
2019-01-06,39,False
2019-01-13,34,False
2019-01-20,39,False
2019-01-27,53,False
2019-02-03,41,False
2019-02-10,77,False
2019-02-17,67,False
2019-02-24,66,False
2019-03-03,45,False
2019-03-10,49,False
2019-03-17,69,False
2019-03-24,70,False
2019-03-31,53,False
2019-04-07,64,False
2019-04-14,51,False
2019-04-21,58,False
2019-04-28,61,False
2019-05-05,58,False
2019-05-12,70,False
2019-05-19,39,False
2019-05-26,64,False
2019-06-02,48,False
2019-06-09,56,False
2019-06-16,45,False
2019-06-23,50,False
2019-06-30,59,False
2019-07-07,56,False
2019-07-14,48,False
2019-07-21,58,False
2019-07-28,45,False
2019-08-04,42,False
2019-08-11,40,False
2019-08-18,61,False
2019-08-25,47,False
2019-09-01,68,False
2019-09-08,66,False
2019-09-15,66,False
2019-09-22,56,False
2019-09-29,45,False
2019-10-06,48,False
2019-10-13,64,False
2019-10-20,54,False
2019-10-27,52,False
2019-11-03,58,False
2019-11-10,56,False
2019-11-17,41,False
2019-11-24,30,False
2019-12-01,40,False
2019-12-08,32,False
2019-12-15,33,False
2019-12-22,30,False
2019-12-29,36,False
2020-01-05,60,False
2020-01-12,46,False
2020-01-19,43,False
2020-01-26,31,False
2020-02-02,44,False
2020-02-09,53,False
2020-02-16,62,False
2020-02-23,55,False
2020-03-01,43,False
2020-03-08,45,False
2020-03-15,58,False
2020-03-22,55,False
2020-03-29,48,False
2020-04-05,48,False
2020-04-12,58,False
2020-04-19,68,False
2020-04-26,58,False
2020-05-03,73,False
2020-05-10,59,False
