date,Reinigungsfirma,isPartial
2018-01-07,31,False
2018-01-14,45,False
2018-01-21,0,False
2018-01-28,31,False
2018-02-04,33,False
2018-02-11,0,False
2018-02-18,32,False
2018-02-25,31,False
2018-03-04,62,False
2018-03-11,95,False
2018-03-18,47,False
2018-03-25,34,False
2018-04-01,34,False
2018-04-08,100,False
2018-04-15,34,False
2018-04-22,33,False
2018-04-29,34,False
2018-05-06,35,False
2018-05-13,66,False
2018-05-20,34,False
2018-05-27,43,False
2018-06-03,32,False
2018-06-10,31,False
2018-06-17,92,False
2018-06-24,42,False
2018-07-01,32,False
2018-07-08,31,False
2018-07-15,0,False
2018-07-22,65,False
2018-07-29,49,False
2018-08-05,0,False
2018-08-12,32,False
2018-08-19,31,False
2018-08-26,49,False
2018-09-02,82,False
2018-09-09,49,False
2018-09-16,32,False
2018-09-23,32,False
2018-09-30,32,False
2018-10-07,32,False
2018-10-14,0,False
2018-10-21,32,False
2018-10-28,48,False
2018-11-04,61,False
2018-11-11,47,False
2018-11-18,39,False
2018-11-25,31,False
2018-12-02,31,False
2018-12-09,30,False
2018-12-16,31,False
2018-12-23,65,False
2018-12-30,30,False
2019-01-06,0,False
2019-01-13,29,False
2019-01-20,28,False
2019-01-27,0,False
2019-02-03,60,False
2019-02-10,0,False
2019-02-17,29,False
2019-02-24,29,False
2019-03-03,29,False
2019-03-10,28,False
2019-03-17,30,False
2019-03-24,89,False
2019-03-31,0,False
2019-04-07,61,False
2019-04-14,49,False
2019-04-21,32,False
2019-04-28,0,False
2019-05-05,29,False
2019-05-12,40,False
2019-05-19,29,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,29,False
2019-06-16,50,False
2019-06-23,30,False
2019-06-30,30,False
2019-07-07,0,False
2019-07-14,61,False
2019-07-21,48,False
2019-07-28,48,False
2019-08-04,59,False
2019-08-11,28,False
2019-08-18,0,False
2019-08-25,28,False
2019-09-01,28,False
2019-09-08,28,False
2019-09-15,72,False
2019-09-22,42,False
2019-09-29,55,False
2019-10-06,49,False
2019-10-13,28,False
2019-10-20,42,False
2019-10-27,27,False
2019-11-03,39,False
2019-11-10,35,False
2019-11-17,52,False
2019-11-24,0,False
2019-12-01,26,False
2019-12-08,53,False
2019-12-15,0,False
2019-12-22,28,False
2019-12-29,27,False
2020-01-05,25,False
2020-01-12,0,False
2020-01-19,51,False
2020-01-26,63,False
2020-02-02,26,False
2020-02-09,49,False
2020-02-16,24,False
2020-02-23,24,False
2020-03-01,36,False
2020-03-08,31,False
2020-03-15,22,False
2020-03-22,21,False
2020-03-29,0,False
2020-04-05,24,False
2020-04-12,34,False
2020-04-19,22,False
2020-04-26,21,False
2020-05-03,22,False
2020-05-10,22,False
