date,Reinigungsfirma,isPartial
2018-01-07,23,False
2018-01-14,24,False
2018-01-21,24,False
2018-01-28,24,False
2018-02-04,0,False
2018-02-11,38,False
2018-02-18,0,False
2018-02-25,25,False
2018-03-04,0,False
2018-03-11,24,False
2018-03-18,100,False
2018-03-25,25,False
2018-04-01,24,False
2018-04-08,25,False
2018-04-15,26,False
2018-04-22,51,False
2018-04-29,0,False
2018-05-06,26,False
2018-05-13,0,False
2018-05-20,26,False
2018-05-27,24,False
2018-06-03,25,False
2018-06-10,23,False
2018-06-17,23,False
2018-06-24,0,False
2018-07-01,23,False
2018-07-08,0,False
2018-07-15,21,False
2018-07-22,77,False
2018-07-29,0,False
2018-08-05,37,False
2018-08-12,18,False
2018-08-19,21,False
2018-08-26,24,False
2018-09-02,48,False
2018-09-09,24,False
2018-09-16,0,False
2018-09-23,24,False
2018-09-30,24,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,24,False
2018-10-28,0,False
2018-11-04,23,False
2018-11-11,24,False
2018-11-18,0,False
2018-11-25,24,False
2018-12-02,24,False
2018-12-09,0,False
2018-12-16,36,False
2018-12-23,24,False
2018-12-30,44,False
2019-01-06,44,False
2019-01-13,0,False
2019-01-20,22,False
2019-01-27,23,False
2019-02-03,24,False
2019-02-10,24,False
2019-02-17,23,False
2019-02-24,24,False
2019-03-03,22,False
2019-03-10,45,False
2019-03-17,31,False
2019-03-24,24,False
2019-03-31,24,False
2019-04-07,23,False
2019-04-14,0,False
2019-04-21,23,False
2019-04-28,22,False
2019-05-05,34,False
2019-05-12,23,False
2019-05-19,23,False
2019-05-26,0,False
2019-06-02,22,False
2019-06-09,22,False
2019-06-16,30,False
2019-06-23,22,False
2019-06-30,21,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,22,False
2019-07-28,0,False
2019-08-04,21,False
2019-08-11,20,False
2019-08-18,21,False
2019-08-25,21,False
2019-09-01,0,False
2019-09-08,21,False
2019-09-15,0,False
2019-09-22,44,False
2019-09-29,21,False
2019-10-06,21,False
2019-10-13,39,False
2019-10-20,20,False
2019-10-27,20,False
2019-11-03,20,False
2019-11-10,40,False
2019-11-17,30,False
2019-11-24,21,False
2019-12-01,42,False
2019-12-08,21,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,19,False
2020-01-12,28,False
2020-01-19,0,False
2020-01-26,28,False
2020-02-02,0,False
2020-02-09,40,False
2020-02-16,20,False
2020-02-23,29,False
2020-03-01,19,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,27,False
2020-03-29,17,False
2020-04-05,0,False
2020-04-12,18,False
2020-04-19,18,False
2020-04-26,18,False
2020-05-03,27,False
2020-05-10,18,False
