date,Reinigungsfirma,isPartial
2018-01-07,67,False
2018-01-14,81,False
2018-01-21,66,False
2018-01-28,52,False
2018-02-04,56,False
2018-02-11,40,False
2018-02-18,27,False
2018-02-25,27,False
2018-03-04,64,False
2018-03-11,40,False
2018-03-18,53,False
2018-03-25,57,False
2018-04-01,45,False
2018-04-08,42,False
2018-04-15,0,False
2018-04-22,55,False
2018-04-29,28,False
2018-05-06,29,False
2018-05-13,46,False
2018-05-20,29,False
2018-05-27,0,False
2018-06-03,55,False
2018-06-10,78,False
2018-06-17,53,False
2018-06-24,28,False
2018-07-01,42,False
2018-07-08,72,False
2018-07-15,30,False
2018-07-22,53,False
2018-07-29,48,False
2018-08-05,46,False
2018-08-12,31,False
2018-08-19,0,False
2018-08-26,42,False
2018-09-02,27,False
2018-09-09,55,False
2018-09-16,28,False
2018-09-23,28,False
2018-09-30,36,False
2018-10-07,84,False
2018-10-14,27,False
2018-10-21,29,False
2018-10-28,42,False
2018-11-04,26,False
2018-11-11,0,False
2018-11-18,27,False
2018-11-25,40,False
2018-12-02,63,False
2018-12-09,28,False
2018-12-16,39,False
2018-12-23,37,False
2018-12-30,31,False
2019-01-06,51,False
2019-01-13,30,False
2019-01-20,71,False
2019-01-27,31,False
2019-02-03,27,False
2019-02-10,26,False
2019-02-17,53,False
2019-02-24,70,False
2019-03-03,65,False
2019-03-10,44,False
2019-03-17,40,False
2019-03-24,27,False
2019-03-31,45,False
2019-04-07,64,False
2019-04-14,75,False
2019-04-21,59,False
2019-04-28,29,False
2019-05-05,44,False
2019-05-12,36,False
2019-05-19,26,False
2019-05-26,41,False
2019-06-02,54,False
2019-06-09,27,False
2019-06-16,53,False
2019-06-23,84,False
2019-06-30,41,False
2019-07-07,27,False
2019-07-14,56,False
2019-07-21,58,False
2019-07-28,28,False
2019-08-04,46,False
2019-08-11,54,False
2019-08-18,53,False
2019-08-25,87,False
2019-09-01,49,False
2019-09-08,53,False
2019-09-15,26,False
2019-09-22,26,False
2019-09-29,47,False
2019-10-06,62,False
2019-10-13,65,False
2019-10-20,42,False
2019-10-27,100,False
2019-11-03,44,False
2019-11-10,34,False
2019-11-17,67,False
2019-11-24,57,False
2019-12-01,46,False
2019-12-08,37,False
2019-12-15,53,False
2019-12-22,34,False
2019-12-29,27,False
2020-01-05,38,False
2020-01-12,83,False
2020-01-19,41,False
2020-01-26,61,False
2020-02-02,25,False
2020-02-09,22,False
2020-02-16,49,False
2020-02-23,23,False
2020-03-01,38,False
2020-03-08,42,False
2020-03-15,68,False
2020-03-22,23,False
2020-03-29,23,False
2020-04-05,0,False
2020-04-12,25,False
2020-04-19,24,False
2020-04-26,45,False
2020-05-03,21,False
2020-05-10,46,False
