date,Reinigungsfirma,isPartial
2018-01-07,26,False
2018-01-14,45,False
2018-01-21,54,False
2018-01-28,0,False
2018-02-04,67,False
2018-02-11,55,False
2018-02-18,0,False
2018-02-25,26,False
2018-03-04,27,False
2018-03-11,27,False
2018-03-18,26,False
2018-03-25,29,False
2018-04-01,29,False
2018-04-08,37,False
2018-04-15,28,False
2018-04-22,40,False
2018-04-29,57,False
2018-05-06,42,False
2018-05-13,51,False
2018-05-20,45,False
2018-05-27,26,False
2018-06-03,36,False
2018-06-10,39,False
2018-06-17,26,False
2018-06-24,53,False
2018-07-01,68,False
2018-07-08,27,False
2018-07-15,38,False
2018-07-22,70,False
2018-07-29,37,False
2018-08-05,26,False
2018-08-12,25,False
2018-08-19,77,False
2018-08-26,53,False
2018-09-02,53,False
2018-09-09,79,False
2018-09-16,54,False
2018-09-23,27,False
2018-09-30,54,False
2018-10-07,42,False
2018-10-14,0,False
2018-10-21,25,False
2018-10-28,50,False
2018-11-04,50,False
2018-11-11,43,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,38,False
2018-12-09,51,False
2018-12-16,26,False
2018-12-23,0,False
2018-12-30,26,False
2019-01-06,49,False
2019-01-13,72,False
2019-01-20,48,False
2019-01-27,36,False
2019-02-03,41,False
2019-02-10,37,False
2019-02-17,26,False
2019-02-24,52,False
2019-03-03,25,False
2019-03-10,49,False
2019-03-17,52,False
2019-03-24,0,False
2019-03-31,26,False
2019-04-07,68,False
2019-04-14,41,False
2019-04-21,27,False
2019-04-28,24,False
2019-05-05,49,False
2019-05-12,0,False
2019-05-19,33,False
2019-05-26,77,False
2019-06-02,50,False
2019-06-09,25,False
2019-06-16,50,False
2019-06-23,76,False
2019-06-30,0,False
2019-07-07,26,False
2019-07-14,54,False
2019-07-21,42,False
2019-07-28,53,False
2019-08-04,26,False
2019-08-11,60,False
2019-08-18,26,False
2019-08-25,37,False
2019-09-01,48,False
2019-09-08,63,False
2019-09-15,51,False
2019-09-22,100,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,25,False
2019-10-20,38,False
2019-10-27,23,False
2019-11-03,0,False
2019-11-10,55,False
2019-11-17,23,False
2019-11-24,46,False
2019-12-01,47,False
2019-12-08,39,False
2019-12-15,23,False
2019-12-22,26,False
2019-12-29,25,False
2020-01-05,22,False
2020-01-12,22,False
2020-01-19,59,False
2020-01-26,44,False
2020-02-02,87,False
2020-02-09,23,False
2020-02-16,23,False
2020-02-23,36,False
2020-03-01,33,False
2020-03-08,61,False
2020-03-15,30,False
2020-03-22,20,False
2020-03-29,38,False
2020-04-05,22,False
2020-04-12,21,False
2020-04-19,30,False
2020-04-26,30,False
2020-05-03,20,False
2020-05-10,27,False
