date,World,isPartial
2018-01-07,42,False
2018-01-14,44,False
2018-01-21,43,False
2018-01-28,47,False
2018-02-04,41,False
2018-02-11,40,False
2018-02-18,37,False
2018-02-25,34,False
2018-03-04,34,False
2018-03-11,35,False
2018-03-18,38,False
2018-03-25,31,False
2018-04-01,32,False
2018-04-08,31,False
2018-04-15,31,False
2018-04-22,28,False
2018-04-29,32,False
2018-05-06,35,False
2018-05-13,37,False
2018-05-20,33,False
2018-05-27,42,False
2018-06-03,64,False
2018-06-10,78,False
2018-06-17,100,False
2018-06-24,97,False
2018-07-01,80,False
2018-07-08,65,False
2018-07-15,51,False
2018-07-22,39,False
2018-07-29,42,False
2018-08-05,40,False
2018-08-12,42,False
2018-08-19,39,False
2018-08-26,45,False
2018-09-02,40,False
2018-09-09,37,False
2018-09-16,35,False
2018-09-23,33,False
2018-09-30,33,False
2018-10-07,40,False
2018-10-14,35,False
2018-10-21,34,False
2018-10-28,37,False
2018-11-04,31,False
2018-11-11,39,False
2018-11-18,39,False
2018-11-25,34,False
2018-12-02,41,False
2018-12-09,39,False
2018-12-16,37,False
2018-12-23,40,False
2018-12-30,38,False
2019-01-06,37,False
2019-01-13,33,False
2019-01-20,32,False
2019-01-27,32,False
2019-02-03,29,False
2019-02-10,30,False
2019-02-17,31,False
2019-02-24,36,False
2019-03-03,38,False
2019-03-10,39,False
2019-03-17,36,False
2019-03-24,30,False
2019-03-31,33,False
2019-04-07,41,False
2019-04-14,31,False
2019-04-21,38,False
2019-04-28,35,False
2019-05-05,30,False
2019-05-12,34,False
2019-05-19,32,False
2019-05-26,36,False
2019-06-02,46,False
2019-06-09,53,False
2019-06-16,56,False
2019-06-23,61,False
2019-06-30,57,False
2019-07-07,37,False
2019-07-14,37,False
2019-07-21,39,False
2019-07-28,38,False
2019-08-04,29,False
2019-08-11,37,False
2019-08-18,32,False
2019-08-25,34,False
2019-09-01,42,False
2019-09-08,47,False
2019-09-15,42,False
2019-09-22,46,False
2019-09-29,51,False
2019-10-06,42,False
2019-10-13,42,False
2019-10-20,45,False
2019-10-27,41,False
2019-11-03,38,False
2019-11-10,39,False
2019-11-17,38,False
2019-11-24,42,False
2019-12-01,32,False
2019-12-08,34,False
2019-12-15,38,False
2019-12-22,41,False
2019-12-29,36,False
2020-01-05,34,False
2020-01-12,29,False
2020-01-19,29,False
2020-01-26,31,False
2020-02-02,32,False
2020-02-09,39,False
2020-02-16,29,False
2020-02-23,33,False
2020-03-01,42,False
2020-03-08,48,False
2020-03-15,45,False
2020-03-22,64,False
2020-03-29,55,False
2020-04-05,69,False
2020-04-12,59,False
2020-04-19,58,False
2020-04-26,52,True
