date,Rideaux,isPartial
2018-01-07,40,False
2018-01-14,45,False
2018-01-21,27,False
2018-01-28,45,False
2018-02-04,26,False
2018-02-11,27,False
2018-02-18,79,False
2018-02-25,26,False
2018-03-04,63,False
2018-03-11,80,False
2018-03-18,44,False
2018-03-25,54,False
2018-04-01,54,False
2018-04-08,25,False
2018-04-15,27,False
2018-04-22,0,False
2018-04-29,38,False
2018-05-06,61,False
2018-05-13,35,False
2018-05-20,24,False
2018-05-27,23,False
2018-06-03,22,False
2018-06-10,31,False
2018-06-17,43,False
2018-06-24,20,False
2018-07-01,33,False
2018-07-08,31,False
2018-07-15,55,False
2018-07-22,34,False
2018-07-29,22,False
2018-08-05,0,False
2018-08-12,15,False
2018-08-19,25,False
2018-08-26,49,False
2018-09-02,38,False
2018-09-09,33,False
2018-09-16,20,False
2018-09-23,44,False
2018-09-30,46,False
2018-10-07,48,False
2018-10-14,37,False
2018-10-21,34,False
2018-10-28,25,False
2018-11-04,26,False
2018-11-11,27,False
2018-11-18,27,False
2018-11-25,28,False
2018-12-02,29,False
2018-12-09,44,False
2018-12-16,30,False
2018-12-23,67,False
2018-12-30,41,False
2019-01-06,29,False
2019-01-13,42,False
2019-01-20,43,False
2019-01-27,52,False
2019-02-03,83,False
2019-02-10,28,False
2019-02-17,28,False
2019-02-24,59,False
2019-03-03,58,False
2019-03-10,0,False
2019-03-17,58,False
2019-03-24,28,False
2019-03-31,27,False
2019-04-07,63,False
2019-04-14,34,False
2019-04-21,49,False
2019-04-28,37,False
2019-05-05,24,False
2019-05-12,47,False
2019-05-19,69,False
2019-05-26,37,False
2019-06-02,22,False
2019-06-09,57,False
2019-06-16,36,False
2019-06-23,40,False
2019-06-30,20,False
2019-07-07,27,False
2019-07-14,26,False
2019-07-21,46,False
2019-07-28,0,False
2019-08-04,40,False
2019-08-11,30,False
2019-08-18,39,False
2019-08-25,34,False
2019-09-01,18,False
2019-09-08,44,False
2019-09-15,57,False
2019-09-22,40,False
2019-09-29,22,False
2019-10-06,30,False
2019-10-13,24,False
2019-10-20,38,False
2019-10-27,31,False
2019-11-03,79,False
2019-11-10,40,False
2019-11-17,24,False
2019-11-24,32,False
2019-12-01,50,False
2019-12-08,49,False
2019-12-15,76,False
2019-12-22,28,False
2019-12-29,27,False
2020-01-05,58,False
2020-01-12,24,False
2020-01-19,39,False
2020-01-26,32,False
2020-02-02,47,False
2020-02-09,35,False
2020-02-16,76,False
2020-02-23,47,False
2020-03-01,89,False
2020-03-08,56,False
2020-03-15,21,False
2020-03-22,19,False
2020-03-29,40,False
2020-04-05,20,False
2020-04-12,100,False
2020-04-19,30,False
2020-04-26,40,False
2020-05-03,50,False
2020-05-10,49,False
2020-05-17,34,True
