date,Rideaux,isPartial
2018-01-07,79,False
2018-01-14,48,False
2018-01-21,59,False
2018-01-28,20,False
2018-02-04,19,False
2018-02-11,30,False
2018-02-18,72,False
2018-02-25,19,False
2018-03-04,57,False
2018-03-11,28,False
2018-03-18,48,False
2018-03-25,37,False
2018-04-01,29,False
2018-04-08,29,False
2018-04-15,52,False
2018-04-22,47,False
2018-04-29,18,False
2018-05-06,59,False
2018-05-13,19,False
2018-05-20,60,False
2018-05-27,39,False
2018-06-03,59,False
2018-06-10,28,False
2018-06-17,31,False
2018-06-24,82,False
2018-07-01,50,False
2018-07-08,52,False
2018-07-15,53,False
2018-07-22,84,False
2018-07-29,62,False
2018-08-05,40,False
2018-08-12,82,False
2018-08-19,40,False
2018-08-26,60,False
2018-09-02,40,False
2018-09-09,20,False
2018-09-16,59,False
2018-09-23,40,False
2018-09-30,100,False
2018-10-07,40,False
2018-10-14,20,False
2018-10-21,70,False
2018-10-28,56,False
2018-11-04,55,False
2018-11-11,66,False
2018-11-18,0,False
2018-11-25,53,False
2018-12-02,55,False
2018-12-09,56,False
2018-12-16,28,False
2018-12-23,50,False
2018-12-30,49,False
2019-01-06,72,False
2019-01-13,63,False
2019-01-20,43,False
2019-01-27,76,False
2019-02-03,53,False
2019-02-10,66,False
2019-02-17,49,False
2019-02-24,47,False
2019-03-03,36,False
2019-03-10,64,False
2019-03-17,38,False
2019-03-24,86,False
2019-03-31,36,False
2019-04-07,48,False
2019-04-14,39,False
2019-04-21,65,False
2019-04-28,18,False
2019-05-05,70,False
2019-05-12,55,False
2019-05-19,45,False
2019-05-26,19,False
2019-06-02,34,False
2019-06-09,0,False
2019-06-16,18,False
2019-06-23,76,False
2019-06-30,36,False
2019-07-07,28,False
2019-07-14,38,False
2019-07-21,48,False
2019-07-28,69,False
2019-08-04,29,False
2019-08-11,73,False
2019-08-18,18,False
2019-08-25,18,False
2019-09-01,35,False
2019-09-08,36,False
2019-09-15,35,False
2019-09-22,50,False
2019-09-29,33,False
2019-10-06,34,False
2019-10-13,78,False
2019-10-20,76,False
2019-10-27,49,False
2019-11-03,32,False
2019-11-10,65,False
2019-11-17,50,False
2019-11-24,32,False
2019-12-01,33,False
2019-12-08,32,False
2019-12-15,25,False
2019-12-22,26,False
2019-12-29,33,False
2020-01-05,55,False
2020-01-12,24,False
2020-01-19,24,False
2020-01-26,47,False
2020-02-02,72,False
2020-02-09,86,False
2020-02-16,96,False
2020-02-23,39,False
2020-03-01,47,False
2020-03-08,38,False
2020-03-15,14,False
2020-03-22,54,False
2020-03-29,40,False
2020-04-05,54,False
2020-04-12,41,False
2020-04-19,54,False
2020-04-26,58,False
2020-05-03,46,False
2020-05-10,63,False
2020-05-17,62,True
