date,boda civil,isPartial
2018-01-07,49,False
2018-01-14,76,False
2018-01-21,24,False
2018-01-28,100,False
2018-02-04,37,False
2018-02-11,25,False
2018-02-18,76,False
2018-02-25,37,False
2018-03-04,25,False
2018-03-11,63,False
2018-03-18,0,False
2018-03-25,49,False
2018-04-01,52,False
2018-04-08,48,False
2018-04-15,25,False
2018-04-22,25,False
2018-04-29,60,False
2018-05-06,49,False
2018-05-13,75,False
2018-05-20,25,False
2018-05-27,85,False
2018-06-03,49,False
2018-06-10,60,False
2018-06-17,39,False
2018-06-24,53,False
2018-07-01,0,False
2018-07-08,25,False
2018-07-15,53,False
2018-07-22,54,False
2018-07-29,53,False
2018-08-05,24,False
2018-08-12,35,False
2018-08-19,58,False
2018-08-26,23,False
2018-09-02,24,False
2018-09-09,0,False
2018-09-16,26,False
2018-09-23,50,False
2018-09-30,38,False
2018-10-07,0,False
2018-10-14,25,False
2018-10-21,38,False
2018-10-28,0,False
2018-11-04,24,False
2018-11-11,25,False
2018-11-18,0,False
2018-11-25,25,False
2018-12-02,25,False
2018-12-09,24,False
2018-12-16,25,False
2018-12-23,52,False
2018-12-30,25,False
2019-01-06,36,False
2019-01-13,60,False
2019-01-20,23,False
2019-01-27,0,False
2019-02-03,49,False
2019-02-10,49,False
2019-02-17,24,False
2019-02-24,23,False
2019-03-03,24,False
2019-03-10,36,False
2019-03-17,36,False
2019-03-24,36,False
2019-03-31,23,False
2019-04-07,47,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,46,False
2019-05-05,23,False
2019-05-12,47,False
2019-05-19,47,False
2019-05-26,23,False
2019-06-02,0,False
2019-06-09,23,False
2019-06-16,48,False
2019-06-23,86,False
2019-06-30,24,False
2019-07-07,0,False
2019-07-14,25,False
2019-07-21,24,False
2019-07-28,48,False
2019-08-04,44,False
2019-08-11,21,False
2019-08-18,21,False
2019-08-25,63,False
2019-09-01,0,False
2019-09-08,23,False
2019-09-15,32,False
2019-09-22,22,False
2019-09-29,22,False
2019-10-06,32,False
2019-10-13,42,False
2019-10-20,21,False
2019-10-27,0,False
2019-11-03,21,False
2019-11-10,0,False
2019-11-17,21,False
2019-11-24,20,False
2019-12-01,21,False
2019-12-08,22,False
2019-12-15,42,False
2019-12-22,21,False
2019-12-29,21,False
2020-01-05,0,False
2020-01-12,19,False
2020-01-19,59,False
2020-01-26,39,False
2020-02-02,20,False
2020-02-09,20,False
2020-02-16,41,False
2020-02-23,30,False
2020-03-01,38,False
2020-03-08,19,False
2020-03-15,18,False
2020-03-22,0,False
2020-03-29,34,False
2020-04-05,0,False
2020-04-12,30,True
