date,boda civil,isPartial
2018-01-07,54,False
2018-01-14,27,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,26,False
2018-02-11,27,False
2018-02-18,41,False
2018-02-25,26,False
2018-03-04,40,False
2018-03-11,0,False
2018-03-18,55,False
2018-03-25,58,False
2018-04-01,28,False
2018-04-08,26,False
2018-04-15,82,False
2018-04-22,28,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,40,False
2018-05-27,26,False
2018-06-03,26,False
2018-06-10,52,False
2018-06-17,59,False
2018-06-24,29,False
2018-07-01,30,False
2018-07-08,29,False
2018-07-15,30,False
2018-07-22,77,False
2018-07-29,0,False
2018-08-05,62,False
2018-08-12,64,False
2018-08-19,61,False
2018-08-26,0,False
2018-09-02,41,False
2018-09-09,56,False
2018-09-16,27,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,26,False
2018-10-21,27,False
2018-10-28,41,False
2018-11-04,52,False
2018-11-11,53,False
2018-11-18,0,False
2018-11-25,27,False
2018-12-02,0,False
2018-12-09,27,False
2018-12-16,0,False
2018-12-23,60,False
2018-12-30,0,False
2019-01-06,26,False
2019-01-13,0,False
2019-01-20,48,False
2019-01-27,51,False
2019-02-03,39,False
2019-02-10,0,False
2019-02-17,26,False
2019-02-24,0,False
2019-03-03,27,False
2019-03-10,27,False
2019-03-17,54,False
2019-03-24,85,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,54,False
2019-04-28,26,False
2019-05-05,0,False
2019-05-12,26,False
2019-05-19,0,False
2019-05-26,26,False
2019-06-02,100,False
2019-06-09,26,False
2019-06-16,0,False
2019-06-23,29,False
2019-06-30,88,False
2019-07-07,29,False
2019-07-14,30,False
2019-07-21,30,False
2019-07-28,0,False
2019-08-04,30,False
2019-08-11,31,False
2019-08-18,28,False
2019-08-25,0,False
2019-09-01,26,False
2019-09-08,39,False
2019-09-15,26,False
2019-09-22,26,False
2019-09-29,26,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,49,False
2019-10-27,25,False
2019-11-03,23,False
2019-11-10,24,False
2019-11-17,24,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,49,False
2019-12-15,48,False
2019-12-22,38,False
2019-12-29,51,False
2020-01-05,0,False
2020-01-12,66,False
2020-01-19,33,False
2020-01-26,23,False
2020-02-02,23,False
2020-02-09,23,False
2020-02-16,34,False
2020-02-23,0,False
2020-03-01,22,False
2020-03-08,21,False
2020-03-15,0,False
2020-03-22,19,False
2020-03-29,19,False
2020-04-05,0,False
2020-04-12,33,True
