date,boda civil,isPartial
2018-01-07,27,False
2018-01-14,27,False
2018-01-21,0,False
2018-01-28,27,False
2018-02-04,0,False
2018-02-11,28,False
2018-02-18,28,False
2018-02-25,28,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,54,False
2018-03-25,34,False
2018-04-01,0,False
2018-04-08,27,False
2018-04-15,28,False
2018-04-22,27,False
2018-04-29,29,False
2018-05-06,27,False
2018-05-13,28,False
2018-05-20,41,False
2018-05-27,0,False
2018-06-03,28,False
2018-06-10,27,False
2018-06-17,29,False
2018-06-24,31,False
2018-07-01,61,False
2018-07-08,0,False
2018-07-15,31,False
2018-07-22,33,False
2018-07-29,36,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,34,False
2018-09-02,0,False
2018-09-09,57,False
2018-09-16,42,False
2018-09-23,81,False
2018-09-30,27,False
2018-10-07,0,False
2018-10-14,82,False
2018-10-21,28,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,41,False
2018-12-16,27,False
2018-12-23,33,False
2018-12-30,63,False
2019-01-06,27,False
2019-01-13,0,False
2019-01-20,25,False
2019-01-27,0,False
2019-02-03,27,False
2019-02-10,27,False
2019-02-17,41,False
2019-02-24,0,False
2019-03-03,28,False
2019-03-10,80,False
2019-03-17,0,False
2019-03-24,54,False
2019-03-31,38,False
2019-04-07,0,False
2019-04-14,31,False
2019-04-21,61,False
2019-04-28,27,False
2019-05-05,26,False
2019-05-12,0,False
2019-05-19,75,False
2019-05-26,25,False
2019-06-02,51,False
2019-06-09,26,False
2019-06-16,69,False
2019-06-23,42,False
2019-06-30,29,False
2019-07-07,0,False
2019-07-14,30,False
2019-07-21,47,False
2019-07-28,100,False
2019-08-04,35,False
2019-08-11,0,False
2019-08-18,35,False
2019-08-25,0,False
2019-09-01,42,False
2019-09-08,26,False
2019-09-15,50,False
2019-09-22,24,False
2019-09-29,72,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,24,False
2019-11-03,34,False
2019-11-10,0,False
2019-11-17,23,False
2019-11-24,44,False
2019-12-01,0,False
2019-12-08,24,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,27,False
2020-01-05,24,False
2020-01-12,22,False
2020-01-19,22,False
2020-01-26,67,False
2020-02-02,22,False
2020-02-09,22,False
2020-02-16,23,False
2020-02-23,33,False
2020-03-01,42,False
2020-03-08,21,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,20,False
2020-04-12,35,True
