date,uncinetto,isPartial
2018-01-07,72,False
2018-01-14,75,False
2018-01-21,49,False
2018-01-28,76,False
2018-02-04,68,False
2018-02-11,80,False
2018-02-18,51,False
2018-02-25,63,False
2018-03-04,56,False
2018-03-11,50,False
2018-03-18,73,False
2018-03-25,42,False
2018-04-01,57,False
2018-04-08,68,False
2018-04-15,68,False
2018-04-22,46,False
2018-04-29,57,False
2018-05-06,42,False
2018-05-13,53,False
2018-05-20,52,False
2018-05-27,44,False
2018-06-03,64,False
2018-06-10,64,False
2018-06-17,55,False
2018-06-24,50,False
2018-07-01,56,False
2018-07-08,79,False
2018-07-15,28,False
2018-07-22,44,False
2018-07-29,22,False
2018-08-05,49,False
2018-08-12,44,False
2018-08-19,69,False
2018-08-26,36,False
2018-09-02,57,False
2018-09-09,53,False
2018-09-16,52,False
2018-09-23,55,False
2018-09-30,61,False
2018-10-07,49,False
2018-10-14,63,False
2018-10-21,62,False
2018-10-28,64,False
2018-11-04,63,False
2018-11-11,64,False
2018-11-18,57,False
2018-11-25,77,False
2018-12-02,67,False
2018-12-09,67,False
2018-12-16,58,False
2018-12-23,88,False
2018-12-30,76,False
2019-01-06,58,False
2019-01-13,59,False
2019-01-20,38,False
2019-01-27,54,False
2019-02-03,58,False
2019-02-10,55,False
2019-02-17,56,False
2019-02-24,71,False
2019-03-03,38,False
2019-03-10,59,False
2019-03-17,50,False
2019-03-24,74,False
2019-03-31,49,False
2019-04-07,37,False
2019-04-14,43,False
2019-04-21,59,False
2019-04-28,48,False
2019-05-05,66,False
2019-05-12,34,False
2019-05-19,60,False
2019-05-26,31,False
2019-06-02,43,False
2019-06-09,36,False
2019-06-16,39,False
2019-06-23,33,False
2019-06-30,26,False
2019-07-07,55,False
2019-07-14,52,False
2019-07-21,51,False
2019-07-28,43,False
2019-08-04,31,False
2019-08-11,56,False
2019-08-18,48,False
2019-08-25,44,False
2019-09-01,40,False
2019-09-08,43,False
2019-09-15,61,False
2019-09-22,68,False
2019-09-29,55,False
2019-10-06,36,False
2019-10-13,66,False
2019-10-20,59,False
2019-10-27,47,False
2019-11-03,72,False
2019-11-10,62,False
2019-11-17,67,False
2019-11-24,45,False
2019-12-01,49,False
2019-12-08,67,False
2019-12-15,54,False
2019-12-22,43,False
2019-12-29,31,False
2020-01-05,71,False
2020-01-12,52,False
2020-01-19,71,False
2020-01-26,64,False
2020-02-02,56,False
2020-02-09,47,False
2020-02-16,75,False
2020-02-23,67,False
2020-03-01,54,False
2020-03-08,72,False
2020-03-15,68,False
2020-03-22,85,False
2020-03-29,90,False
2020-04-05,81,False
2020-04-12,94,False
2020-04-19,100,False
2020-04-26,58,True
