date,uncinetto,isPartial
2018-01-07,32,False
2018-01-14,16,False
2018-01-21,31,False
2018-01-28,0,False
2018-02-04,45,False
2018-02-11,31,False
2018-02-18,0,False
2018-02-25,42,False
2018-03-04,60,False
2018-03-11,46,False
2018-03-18,59,False
2018-03-25,33,False
2018-04-01,51,False
2018-04-08,0,False
2018-04-15,33,False
2018-04-22,32,False
2018-04-29,16,False
2018-05-06,16,False
2018-05-13,0,False
2018-05-20,62,False
2018-05-27,0,False
2018-06-03,50,False
2018-06-10,16,False
2018-06-17,16,False
2018-06-24,32,False
2018-07-01,16,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,30,False
2018-07-29,60,False
2018-08-05,0,False
2018-08-12,24,False
2018-08-19,13,False
2018-08-26,14,False
2018-09-02,15,False
2018-09-09,32,False
2018-09-16,15,False
2018-09-23,0,False
2018-09-30,48,False
2018-10-07,33,False
2018-10-14,50,False
2018-10-21,0,False
2018-10-28,16,False
2018-11-04,48,False
2018-11-11,100,False
2018-11-18,0,False
2018-11-25,61,False
2018-12-02,84,False
2018-12-09,31,False
2018-12-16,33,False
2018-12-23,0,False
2018-12-30,46,False
2019-01-06,45,False
2019-01-13,30,False
2019-01-20,73,False
2019-01-27,30,False
2019-02-03,29,False
2019-02-10,14,False
2019-02-17,44,False
2019-02-24,30,False
2019-03-03,16,False
2019-03-10,16,False
2019-03-17,48,False
2019-03-24,48,False
2019-03-31,0,False
2019-04-07,16,False
2019-04-14,16,False
2019-04-21,33,False
2019-04-28,15,False
2019-05-05,31,False
2019-05-12,15,False
2019-05-19,0,False
2019-05-26,14,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,50,False
2019-06-23,34,False
2019-06-30,34,False
2019-07-07,46,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,16,False
2019-08-04,46,False
2019-08-11,58,False
2019-08-18,68,False
2019-08-25,40,False
2019-09-01,29,False
2019-09-08,30,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,30,False
2019-10-06,46,False
2019-10-13,31,False
2019-10-20,30,False
2019-10-27,0,False
2019-11-03,13,False
2019-11-10,57,False
2019-11-17,14,False
2019-11-24,14,False
2019-12-01,43,False
2019-12-08,45,False
2019-12-15,15,False
2019-12-22,15,False
2019-12-29,0,False
2020-01-05,14,False
2020-01-12,13,False
2020-01-19,40,False
2020-01-26,39,False
2020-02-02,25,False
2020-02-09,13,False
2020-02-16,13,False
2020-02-23,38,False
2020-03-01,38,False
2020-03-08,23,False
2020-03-15,0,False
2020-03-22,49,False
2020-03-29,21,False
2020-04-05,46,False
2020-04-12,35,False
2020-04-19,11,False
2020-04-26,38,True
