date,Psychologue,isPartial
2018-01-07,60,False
2018-01-14,44,False
2018-01-21,48,False
2018-01-28,38,False
2018-02-04,52,False
2018-02-11,72,False
2018-02-18,57,False
2018-02-25,48,False
2018-03-04,45,False
2018-03-11,72,False
2018-03-18,50,False
2018-03-25,39,False
2018-04-01,48,False
2018-04-08,36,False
2018-04-15,31,False
2018-04-22,67,False
2018-04-29,69,False
2018-05-06,28,False
2018-05-13,39,False
2018-05-20,69,False
2018-05-27,39,False
2018-06-03,64,False
2018-06-10,52,False
2018-06-17,75,False
2018-06-24,33,False
2018-07-01,36,False
2018-07-08,45,False
2018-07-15,38,False
2018-07-22,63,False
2018-07-29,42,False
2018-08-05,50,False
2018-08-12,43,False
2018-08-19,38,False
2018-08-26,46,False
2018-09-02,82,False
2018-09-09,69,False
2018-09-16,69,False
2018-09-23,53,False
2018-09-30,57,False
2018-10-07,72,False
2018-10-14,66,False
2018-10-21,69,False
2018-10-28,27,False
2018-11-04,54,False
2018-11-11,36,False
2018-11-18,73,False
2018-11-25,31,False
2018-12-02,39,False
2018-12-09,55,False
2018-12-16,64,False
2018-12-23,42,False
2018-12-30,20,False
2019-01-06,57,False
2019-01-13,53,False
2019-01-20,62,False
2019-01-27,79,False
2019-02-03,86,False
2019-02-10,50,False
2019-02-17,56,False
2019-02-24,51,False
2019-03-03,52,False
2019-03-10,58,False
2019-03-17,59,False
2019-03-24,48,False
2019-03-31,71,False
2019-04-07,47,False
2019-04-14,49,False
2019-04-21,71,False
2019-04-28,41,False
2019-05-05,52,False
2019-05-12,50,False
2019-05-19,65,False
2019-05-26,60,False
2019-06-02,71,False
2019-06-09,81,False
2019-06-16,63,False
2019-06-23,43,False
2019-06-30,57,False
2019-07-07,54,False
2019-07-14,66,False
2019-07-21,62,False
2019-07-28,32,False
2019-08-04,63,False
2019-08-11,35,False
2019-08-18,47,False
2019-08-25,68,False
2019-09-01,63,False
2019-09-08,79,False
2019-09-15,59,False
2019-09-22,75,False
2019-09-29,58,False
2019-10-06,50,False
2019-10-13,75,False
2019-10-20,49,False
2019-10-27,55,False
2019-11-03,55,False
2019-11-10,88,False
2019-11-17,58,False
2019-11-24,53,False
2019-12-01,55,False
2019-12-08,41,False
2019-12-15,55,False
2019-12-22,25,False
2019-12-29,42,False
2020-01-05,50,False
2020-01-12,58,False
2020-01-19,100,False
2020-01-26,81,False
2020-02-02,72,False
2020-02-09,84,False
2020-02-16,99,False
2020-02-23,32,False
2020-03-01,50,False
2020-03-08,60,False
2020-03-15,17,False
2020-03-22,32,False
2020-03-29,37,False
2020-04-05,35,False
2020-04-12,41,False
2020-04-19,52,False
2020-04-26,34,False
2020-05-03,37,False
2020-05-10,33,False
2020-05-17,58,True
