date,Cabaret,isPartial
2018-01-07,16,False
2018-01-14,16,False
2018-01-21,48,False
2018-01-28,31,False
2018-02-04,39,False
2018-02-11,48,False
2018-02-18,16,False
2018-02-25,55,False
2018-03-04,33,False
2018-03-11,24,False
2018-03-18,34,False
2018-03-25,26,False
2018-04-01,36,False
2018-04-08,17,False
2018-04-15,18,False
2018-04-22,18,False
2018-04-29,17,False
2018-05-06,25,False
2018-05-13,17,False
2018-05-20,0,False
2018-05-27,17,False
2018-06-03,25,False
2018-06-10,16,False
2018-06-17,0,False
2018-06-24,50,False
2018-07-01,0,False
2018-07-08,17,False
2018-07-15,17,False
2018-07-22,34,False
2018-07-29,17,False
2018-08-05,35,False
2018-08-12,19,False
2018-08-19,17,False
2018-08-26,40,False
2018-09-02,16,False
2018-09-09,17,False
2018-09-16,33,False
2018-09-23,0,False
2018-09-30,17,False
2018-10-07,26,False
2018-10-14,43,False
2018-10-21,26,False
2018-10-28,49,False
2018-11-04,16,False
2018-11-11,17,False
2018-11-18,25,False
2018-11-25,0,False
2018-12-02,35,False
2018-12-09,71,False
2018-12-16,27,False
2018-12-23,41,False
2018-12-30,18,False
2019-01-06,25,False
2019-01-13,16,False
2019-01-20,47,False
2019-01-27,31,False
2019-02-03,0,False
2019-02-10,16,False
2019-02-17,24,False
2019-02-24,16,False
2019-03-03,0,False
2019-03-10,16,False
2019-03-17,16,False
2019-03-24,17,False
2019-03-31,16,False
2019-04-07,16,False
2019-04-14,17,False
2019-04-21,100,False
2019-04-28,16,False
2019-05-05,15,False
2019-05-12,45,False
2019-05-19,15,False
2019-05-26,44,False
2019-06-02,32,False
2019-06-09,16,False
2019-06-16,16,False
2019-06-23,41,False
2019-06-30,32,False
2019-07-07,24,False
2019-07-14,17,False
2019-07-21,25,False
2019-07-28,17,False
2019-08-04,54,False
2019-08-11,0,False
2019-08-18,51,False
2019-08-25,31,False
2019-09-01,15,False
2019-09-08,16,False
2019-09-15,24,False
2019-09-22,31,False
2019-09-29,38,False
2019-10-06,30,False
2019-10-13,15,False
2019-10-20,15,False
2019-10-27,15,False
2019-11-03,22,False
2019-11-10,15,False
2019-11-17,29,False
2019-11-24,15,False
2019-12-01,23,False
2019-12-08,15,False
2019-12-15,31,False
2019-12-22,17,False
2019-12-29,33,False
2020-01-05,44,False
2020-01-12,14,False
2020-01-19,29,False
2020-01-26,28,False
2020-02-02,21,False
2020-02-09,21,False
2020-02-16,56,False
2020-02-23,14,False
2020-03-01,26,False
2020-03-08,13,False
2020-03-15,45,False
2020-03-22,12,False
2020-03-29,25,False
2020-04-05,13,False
2020-04-12,26,False
2020-04-19,0,False
2020-04-26,21,True
