date,Cabaret,isPartial
2018-01-07,37,False
2018-01-14,28,False
2018-01-21,41,False
2018-01-28,46,False
2018-02-04,13,False
2018-02-11,32,False
2018-02-18,33,False
2018-02-25,34,False
2018-03-04,33,False
2018-03-11,48,False
2018-03-18,24,False
2018-03-25,47,False
2018-04-01,32,False
2018-04-08,58,False
2018-04-15,25,False
2018-04-22,47,False
2018-04-29,45,False
2018-05-06,45,False
2018-05-13,24,False
2018-05-20,35,False
2018-05-27,10,False
2018-06-03,20,False
2018-06-10,32,False
2018-06-17,29,False
2018-06-24,14,False
2018-07-01,20,False
2018-07-08,39,False
2018-07-15,75,False
2018-07-22,48,False
2018-07-29,42,False
2018-08-05,27,False
2018-08-12,19,False
2018-08-19,17,False
2018-08-26,32,False
2018-09-02,19,False
2018-09-09,0,False
2018-09-16,18,False
2018-09-23,23,False
2018-09-30,28,False
2018-10-07,10,False
2018-10-14,5,False
2018-10-21,34,False
2018-10-28,5,False
2018-11-04,39,False
2018-11-11,10,False
2018-11-18,10,False
2018-11-25,15,False
2018-12-02,11,False
2018-12-09,36,False
2018-12-16,27,False
2018-12-23,28,False
2018-12-30,29,False
2019-01-06,19,False
2019-01-13,9,False
2019-01-20,31,False
2019-01-27,14,False
2019-02-03,22,False
2019-02-10,32,False
2019-02-17,42,False
2019-02-24,60,False
2019-03-03,49,False
2019-03-10,52,False
2019-03-17,52,False
2019-03-24,61,False
2019-03-31,97,False
2019-04-07,100,False
2019-04-14,67,False
2019-04-21,95,False
2019-04-28,99,False
2019-05-05,84,False
2019-05-12,50,False
2019-05-19,60,False
2019-05-26,73,False
2019-06-02,42,False
2019-06-09,78,False
2019-06-16,45,False
2019-06-23,58,False
2019-06-30,25,False
2019-07-07,33,False
2019-07-14,56,False
2019-07-21,44,False
2019-07-28,86,False
2019-08-04,60,False
2019-08-11,43,False
2019-08-18,35,False
2019-08-25,47,False
2019-09-01,25,False
2019-09-08,58,False
2019-09-15,53,False
2019-09-22,13,False
2019-09-29,23,False
2019-10-06,13,False
2019-10-13,33,False
2019-10-20,13,False
2019-10-27,18,False
2019-11-03,31,False
2019-11-10,23,False
2019-11-17,60,False
2019-11-24,23,False
2019-12-01,19,False
2019-12-08,28,False
2019-12-15,29,False
2019-12-22,21,False
2019-12-29,39,False
2020-01-05,37,False
2020-01-12,40,False
2020-01-19,13,False
2020-01-26,40,False
2020-02-02,21,False
2020-02-09,31,False
2020-02-16,49,False
2020-02-23,17,False
2020-03-01,58,False
2020-03-08,23,False
2020-03-15,37,False
2020-03-22,17,False
2020-03-29,11,False
2020-04-05,30,False
2020-04-12,27,False
2020-04-19,18,False
2020-04-26,13,True
