date,Cabaret,isPartial
2018-01-07,25,False
2018-01-14,0,False
2018-01-21,25,False
2018-01-28,24,False
2018-02-04,24,False
2018-02-11,47,False
2018-02-18,35,False
2018-02-25,33,False
2018-03-04,35,False
2018-03-11,0,False
2018-03-18,24,False
2018-03-25,0,False
2018-04-01,38,False
2018-04-08,0,False
2018-04-15,24,False
2018-04-22,25,False
2018-04-29,0,False
2018-05-06,47,False
2018-05-13,48,False
2018-05-20,24,False
2018-05-27,24,False
2018-06-03,24,False
2018-06-10,91,False
2018-06-17,23,False
2018-06-24,24,False
2018-07-01,23,False
2018-07-08,45,False
2018-07-15,0,False
2018-07-22,23,False
2018-07-29,24,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,100,False
2018-08-26,47,False
2018-09-02,47,False
2018-09-09,23,False
2018-09-16,23,False
2018-09-23,0,False
2018-09-30,48,False
2018-10-07,24,False
2018-10-14,0,False
2018-10-21,24,False
2018-10-28,23,False
2018-11-04,0,False
2018-11-11,37,False
2018-11-18,24,False
2018-11-25,24,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,51,False
2018-12-23,59,False
2018-12-30,55,False
2019-01-06,50,False
2019-01-13,48,False
2019-01-20,23,False
2019-01-27,23,False
2019-02-03,0,False
2019-02-10,48,False
2019-02-17,24,False
2019-02-24,48,False
2019-03-03,25,False
2019-03-10,47,False
2019-03-17,48,False
2019-03-24,24,False
2019-03-31,48,False
2019-04-07,24,False
2019-04-14,36,False
2019-04-21,49,False
2019-04-28,46,False
2019-05-05,46,False
2019-05-12,23,False
2019-05-19,22,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,23,False
2019-06-16,74,False
2019-06-23,25,False
2019-06-30,60,False
2019-07-07,34,False
2019-07-14,24,False
2019-07-21,71,False
2019-07-28,48,False
2019-08-04,25,False
2019-08-11,52,False
2019-08-18,24,False
2019-08-25,23,False
2019-09-01,21,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,85,False
2019-09-29,22,False
2019-10-06,23,False
2019-10-13,22,False
2019-10-20,0,False
2019-10-27,21,False
2019-11-03,21,False
2019-11-10,43,False
2019-11-17,63,False
2019-11-24,21,False
2019-12-01,22,False
2019-12-08,66,False
2019-12-15,34,False
2019-12-22,27,False
2019-12-29,25,False
2020-01-05,22,False
2020-01-12,61,False
2020-01-19,21,False
2020-01-26,21,False
2020-02-02,42,False
2020-02-09,21,False
2020-02-16,42,False
2020-02-23,38,False
2020-03-01,39,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,17,False
2020-03-29,36,False
2020-04-05,46,False
2020-04-12,28,False
2020-04-19,18,False
2020-04-26,31,True
