date,Cabaret,isPartial
2018-01-07,54,False
2018-01-14,31,False
2018-01-21,60,False
2018-01-28,37,False
2018-02-04,15,False
2018-02-11,14,False
2018-02-18,14,False
2018-02-25,54,False
2018-03-04,47,False
2018-03-11,34,False
2018-03-18,48,False
2018-03-25,15,False
2018-04-01,38,False
2018-04-08,27,False
2018-04-15,14,False
2018-04-22,15,False
2018-04-29,42,False
2018-05-06,27,False
2018-05-13,34,False
2018-05-20,27,False
2018-05-27,14,False
2018-06-03,14,False
2018-06-10,40,False
2018-06-17,27,False
2018-06-24,100,False
2018-07-01,71,False
2018-07-08,49,False
2018-07-15,65,False
2018-07-22,73,False
2018-07-29,52,False
2018-08-05,32,False
2018-08-12,46,False
2018-08-19,29,False
2018-08-26,49,False
2018-09-02,14,False
2018-09-09,41,False
2018-09-16,26,False
2018-09-23,27,False
2018-09-30,41,False
2018-10-07,28,False
2018-10-14,27,False
2018-10-21,34,False
2018-10-28,27,False
2018-11-04,25,False
2018-11-11,47,False
2018-11-18,14,False
2018-11-25,27,False
2018-12-02,12,False
2018-12-09,28,False
2018-12-16,66,False
2018-12-23,64,False
2018-12-30,47,False
2019-01-06,76,False
2019-01-13,37,False
2019-01-20,56,False
2019-01-27,32,False
2019-02-03,37,False
2019-02-10,37,False
2019-02-17,30,False
2019-02-24,33,False
2019-03-03,47,False
2019-03-10,46,False
2019-03-17,40,False
2019-03-24,30,False
2019-03-31,60,False
2019-04-07,35,False
2019-04-14,15,False
2019-04-21,52,False
2019-04-28,44,False
2019-05-05,41,False
2019-05-12,43,False
2019-05-19,37,False
2019-05-26,71,False
2019-06-02,67,False
2019-06-09,59,False
2019-06-16,78,False
2019-06-23,47,False
2019-06-30,16,False
2019-07-07,29,False
2019-07-14,49,False
2019-07-21,31,False
2019-07-28,43,False
2019-08-04,45,False
2019-08-11,79,False
2019-08-18,47,False
2019-08-25,24,False
2019-09-01,35,False
2019-09-08,22,False
2019-09-15,42,False
2019-09-22,29,False
2019-09-29,36,False
2019-10-06,51,False
2019-10-13,44,False
2019-10-20,36,False
2019-10-27,22,False
2019-11-03,42,False
2019-11-10,35,False
2019-11-17,28,False
2019-11-24,35,False
2019-12-01,58,False
2019-12-08,51,False
2019-12-15,52,False
2019-12-22,63,False
2019-12-29,59,False
2020-01-05,44,False
2020-01-12,40,False
2020-01-19,62,False
2020-01-26,27,False
2020-02-02,74,False
2020-02-09,48,False
2020-02-16,41,False
2020-02-23,53,False
2020-03-01,39,False
2020-03-08,19,False
2020-03-15,26,False
2020-03-22,12,False
2020-03-29,19,False
2020-04-05,53,False
2020-04-12,26,False
2020-04-19,37,False
2020-04-26,32,True
