date,peinados boda,isPartial
2018-01-07,37,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,18,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,26,False
2018-03-04,0,False
2018-03-11,18,False
2018-03-18,38,False
2018-03-25,0,False
2018-04-01,39,False
2018-04-08,18,False
2018-04-15,18,False
2018-04-22,53,False
2018-04-29,28,False
2018-05-06,18,False
2018-05-13,0,False
2018-05-20,37,False
2018-05-27,18,False
2018-06-03,36,False
2018-06-10,17,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,19,False
2018-07-15,40,False
2018-07-22,20,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,31,False
2018-08-19,41,False
2018-08-26,39,False
2018-09-02,27,False
2018-09-09,45,False
2018-09-16,37,False
2018-09-23,18,False
2018-09-30,18,False
2018-10-07,19,False
2018-10-14,17,False
2018-10-21,0,False
2018-10-28,19,False
2018-11-04,18,False
2018-11-11,18,False
2018-11-18,0,False
2018-11-25,37,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,18,False
2019-01-13,0,False
2019-01-20,25,False
2019-01-27,18,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,18,False
2019-03-24,0,False
2019-03-31,17,False
2019-04-07,19,False
2019-04-14,18,False
2019-04-21,55,False
2019-04-28,36,False
2019-05-05,18,False
2019-05-12,18,False
2019-05-19,17,False
2019-05-26,17,False
2019-06-02,0,False
2019-06-09,18,False
2019-06-16,18,False
2019-06-23,18,False
2019-06-30,18,False
2019-07-07,18,False
2019-07-14,19,False
2019-07-21,19,False
2019-07-28,0,False
2019-08-04,100,False
2019-08-11,0,False
2019-08-18,19,False
2019-08-25,45,False
2019-09-01,60,False
2019-09-08,23,False
2019-09-15,52,False
2019-09-22,51,False
2019-09-29,17,False
2019-10-06,0,False
2019-10-13,16,False
2019-10-20,16,False
2019-10-27,16,False
2019-11-03,0,False
2019-11-10,16,False
2019-11-17,0,False
2019-11-24,15,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,16,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,16,False
2020-01-12,0,False
2020-01-19,14,False
2020-01-26,0,False
2020-02-02,15,False
2020-02-09,22,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,14,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,True
