date,peinados boda,isPartial
2018-01-07,15,False
2018-01-14,31,False
2018-01-21,30,False
2018-01-28,15,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,15,False
2018-02-25,15,False
2018-03-04,15,False
2018-03-11,15,False
2018-03-18,23,False
2018-03-25,16,False
2018-04-01,31,False
2018-04-08,44,False
2018-04-15,37,False
2018-04-22,14,False
2018-04-29,22,False
2018-05-06,22,False
2018-05-13,30,False
2018-05-20,45,False
2018-05-27,51,False
2018-06-03,36,False
2018-06-10,58,False
2018-06-17,31,False
2018-06-24,30,False
2018-07-01,22,False
2018-07-08,14,False
2018-07-15,45,False
2018-07-22,37,False
2018-07-29,15,False
2018-08-05,36,False
2018-08-12,15,False
2018-08-19,54,False
2018-08-26,68,False
2018-09-02,100,False
2018-09-09,28,False
2018-09-16,43,False
2018-09-23,29,False
2018-09-30,67,False
2018-10-07,31,False
2018-10-14,21,False
2018-10-21,15,False
2018-10-28,46,False
2018-11-04,59,False
2018-11-11,14,False
2018-11-18,28,False
2018-11-25,0,False
2018-12-02,16,False
2018-12-09,16,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,17,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,14,False
2019-01-27,22,False
2019-02-03,15,False
2019-02-10,0,False
2019-02-17,30,False
2019-02-24,15,False
2019-03-03,15,False
2019-03-10,47,False
2019-03-17,40,False
2019-03-24,22,False
2019-03-31,21,False
2019-04-07,22,False
2019-04-14,27,False
2019-04-21,38,False
2019-04-28,15,False
2019-05-05,29,False
2019-05-12,29,False
2019-05-19,35,False
2019-05-26,56,False
2019-06-02,41,False
2019-06-09,57,False
2019-06-16,15,False
2019-06-23,52,False
2019-06-30,22,False
2019-07-07,34,False
2019-07-14,14,False
2019-07-21,29,False
2019-07-28,29,False
2019-08-04,36,False
2019-08-11,36,False
2019-08-18,43,False
2019-08-25,42,False
2019-09-01,67,False
2019-09-08,38,False
2019-09-15,41,False
2019-09-22,41,False
2019-09-29,68,False
2019-10-06,28,False
2019-10-13,34,False
2019-10-20,40,False
2019-10-27,40,False
2019-11-03,27,False
2019-11-10,33,False
2019-11-17,0,False
2019-11-24,26,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,27,False
2019-12-22,15,False
2019-12-29,15,False
2020-01-05,27,False
2020-01-12,19,False
2020-01-19,0,False
2020-01-26,39,False
2020-02-02,25,False
2020-02-09,13,False
2020-02-16,12,False
2020-02-23,30,False
2020-03-01,24,False
2020-03-08,18,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,19,True
