date,Umzugsunternehmen,isPartial
2018-01-07,44,False
2018-01-14,43,False
2018-01-21,43,False
2018-01-28,32,False
2018-02-04,22,False
2018-02-11,28,False
2018-02-18,35,False
2018-02-25,35,False
2018-03-04,22,False
2018-03-11,22,False
2018-03-18,28,False
2018-03-25,56,False
2018-04-01,46,False
2018-04-08,66,False
2018-04-15,34,False
2018-04-22,22,False
2018-04-29,31,False
2018-05-06,33,False
2018-05-13,75,False
2018-05-20,0,False
2018-05-27,22,False
2018-06-03,44,False
2018-06-10,35,False
2018-06-17,36,False
2018-06-24,56,False
2018-07-01,44,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,49,False
2018-07-29,36,False
2018-08-05,23,False
2018-08-12,78,False
2018-08-19,34,False
2018-08-26,23,False
2018-09-02,30,False
2018-09-09,34,False
2018-09-16,67,False
2018-09-23,34,False
2018-09-30,25,False
2018-10-07,48,False
2018-10-14,22,False
2018-10-21,32,False
2018-10-28,44,False
2018-11-04,49,False
2018-11-11,65,False
2018-11-18,31,False
2018-11-25,42,False
2018-12-02,42,False
2018-12-09,43,False
2018-12-16,45,False
2018-12-23,52,False
2018-12-30,50,False
2019-01-06,27,False
2019-01-13,0,False
2019-01-20,41,False
2019-01-27,48,False
2019-02-03,21,False
2019-02-10,63,False
2019-02-17,52,False
2019-02-24,35,False
2019-03-03,22,False
2019-03-10,43,False
2019-03-17,43,False
2019-03-24,0,False
2019-03-31,87,False
2019-04-07,0,False
2019-04-14,47,False
2019-04-21,31,False
2019-04-28,43,False
2019-05-05,28,False
2019-05-12,22,False
2019-05-19,53,False
2019-05-26,23,False
2019-06-02,37,False
2019-06-09,0,False
2019-06-16,47,False
2019-06-23,24,False
2019-06-30,48,False
2019-07-07,41,False
2019-07-14,34,False
2019-07-21,28,False
2019-07-28,52,False
2019-08-04,36,False
2019-08-11,34,False
2019-08-18,24,False
2019-08-25,35,False
2019-09-01,34,False
2019-09-08,23,False
2019-09-15,23,False
2019-09-22,32,False
2019-09-29,29,False
2019-10-06,0,False
2019-10-13,21,False
2019-10-20,39,False
2019-10-27,44,False
2019-11-03,63,False
2019-11-10,44,False
2019-11-17,49,False
2019-11-24,21,False
2019-12-01,44,False
2019-12-08,22,False
2019-12-15,46,False
2019-12-22,48,False
2019-12-29,0,False
2020-01-05,21,False
2020-01-12,34,False
2020-01-19,40,False
2020-01-26,26,False
2020-02-02,62,False
2020-02-09,39,False
2020-02-16,36,False
2020-02-23,23,False
2020-03-01,25,False
2020-03-08,30,False
2020-03-15,35,False
2020-03-22,65,False
2020-03-29,32,False
2020-04-05,52,False
2020-04-12,22,False
2020-04-19,22,False
2020-04-26,48,False
2020-05-03,42,False
2020-05-10,32,False
2020-05-17,100,True
